ISIN;CH0030252883;CH0030252909
SYMBOL;SLI;SLIC
NAME;SLI®;SLIC
;Price;Total Return
YTD Perf.%;    12.130;    12.440;
Date;Close;Close
17.09.2004;771.64;828.62
16.09.2004;768.51;825.25
15.09.2004;768.60;825.35
14.09.2004;768.70;825.45
13.09.2004;772.07;829.07
10.09.2004;766.95;823.57
09.09.2004;763.94;820.34
08.09.2004;768.51;825.26
07.09.2004;769.26;826.05
06.09.2004;766.13;822.70
03.09.2004;760.08;816.20
02.09.2004;752.56;808.13
01.09.2004;755.08;810.83
31.08.2004;750.82;806.26
30.08.2004;755.42;811.19
27.08.2004;757.70;813.64
26.08.2004;753.31;808.93
25.08.2004;745.78;800.85
24.08.2004;746.04;801.12
23.08.2004;745.30;800.33
20.08.2004;736.61;791.00
19.08.2004;737.22;791.65
18.08.2004;732.26;786.33
17.08.2004;735.34;789.64
16.08.2004;732.49;786.57
13.08.2004;725.42;778.98
12.08.2004;729.80;783.68
11.08.2004;734.74;788.99
10.08.2004;737.85;792.33
09.08.2004;733.71;787.88
06.08.2004;740.73;795.42
05.08.2004;758.47;814.47
04.08.2004;760.08;816.20
03.08.2004;769.53;826.35
02.08.2004;761.85;818.10
30.07.2004;761.68;817.92
29.07.2004;762.97;819.31
28.07.2004;757.20;813.11
27.07.2004;753.43;809.06
26.07.2004;745.11;800.12
23.07.2004;749.98;805.35
22.07.2004;750.28;805.68
21.07.2004;763.58;819.96
20.07.2004;755.69;811.48
19.07.2004;755.87;811.68
16.07.2004;760.02;816.13
15.07.2004;759.91;815.72
14.07.2004;767.92;824.33
13.07.2004;767.48;823.85
12.07.2004;768.34;824.78
09.07.2004;770.34;826.53
08.07.2004;773.93;830.38
07.07.2004;770.28;826.46
06.07.2004;771.93;828.23
05.07.2004;778.87;835.68
02.07.2004;780.85;837.80
01.07.2004;783.52;840.67
30.06.2004;783.88;840.57
29.06.2004;790.27;847.42
28.06.2004;793.28;850.65
25.06.2004;787.53;844.48
24.06.2004;787.46;844.41
23.06.2004;784.12;840.83
22.06.2004;783.58;840.25
21.06.2004;790.55;847.72
18.06.2004;787.19;844.12
17.06.2004;788.41;845.43
16.06.2004;788.14;845.14
15.06.2004;783.25;839.90
14.06.2004;778.56;834.87
11.06.2004;786.59;843.47
10.06.2004;784.64;841.38
09.06.2004;789.82;846.94
08.06.2004;791.88;849.15
07.06.2004;793.35;850.73
04.06.2004;785.14;841.92
03.06.2004;780.66;837.05
02.06.2004;778.83;835.09
01.06.2004;772.02;827.56
28.05.2004;777.57;833.51
27.05.2004;785.58;841.90
26.05.2004;779.47;835.36
25.05.2004;774.79;830.34
24.05.2004;779.59;835.48
21.05.2004;775.10;830.67
19.05.2004;780.29;836.23
18.05.2004;765.98;820.32
17.05.2004;761.27;814.67
14.05.2004;774.26;828.39
13.05.2004;777.58;831.46
12.05.2004;770.28;823.65
11.05.2004;780.88;834.99
10.05.2004;768.34;821.58
07.05.2004;793.94;848.96
06.05.2004;796.14;851.31
05.05.2004;806.05;861.91
04.05.2004;798.89;854.25
03.05.2004;797.75;852.92
30.04.2004;791.62;846.36
29.04.2004;797.15;851.16
28.04.2004;803.41;857.64
27.04.2004;813.46;866.69
26.04.2004;812.61;865.79
23.04.2004;808.92;861.86
22.04.2004;802.03;854.51
21.04.2004;798.74;851.01
20.04.2004;805.91;858.43
19.04.2004;799.57;851.68
16.04.2004;799.77;851.89
15.04.2004;801.00;851.12
14.04.2004;799.02;849.02
13.04.2004;806.17;856.62
08.04.2004;805.93;855.38
07.04.2004;801.92;851.12
06.04.2004;800.80;849.83
05.04.2004;806.94;856.18
02.04.2004;804.46;853.55
01.04.2004;794.02;842.47
31.03.2004;782.03;829.75
30.03.2004;780.07;827.67
29.03.2004;783.11;830.89
26.03.2004;775.45;822.59
25.03.2004;774.04;821.08
24.03.2004;759.30;805.45
23.03.2004;760.89;807.14
22.03.2004;755.62;801.54
19.03.2004;776.90;824.12
18.03.2004;776.10;823.27
17.03.2004;786.56;834.37
16.03.2004;778.58;825.90
15.03.2004;773.94;820.97
12.03.2004;786.95;834.78
11.03.2004;785.71;833.47
10.03.2004;809.95;859.18
09.03.2004;811.00;860.30
08.03.2004;819.33;869.13
05.03.2004;821.15;871.06
04.03.2004;823.94;874.02
03.03.2004;815.55;865.12
02.03.2004;817.67;867.37
01.03.2004;809.48;858.68
27.02.2004;802.45;851.22
26.02.2004;801.76;849.20
25.02.2004;798.50;845.75
24.02.2004;798.75;846.01
23.02.2004;812.48;860.56
20.02.2004;810.73;858.70
19.02.2004;813.74;861.89
18.02.2004;803.80;851.35
17.02.2004;809.72;857.63
16.02.2004;808.48;856.32
13.02.2004;807.26;855.03
12.02.2004;808.33;856.15
11.02.2004;811.02;859.01
10.02.2004;808.95;856.81
09.02.2004;808.44;856.28
06.02.2004;799.80;847.12
05.02.2004;790.67;837.45
04.02.2004;792.28;839.16
03.02.2004;790.11;836.86
02.02.2004;799.04;846.32
30.01.2004;793.45;840.39
29.01.2004;791.68;838.52
28.01.2004;797.03;844.19
27.01.2004;792.86;839.77
26.01.2004;786.18;832.69
23.01.2004;789.31;836.01
22.01.2004;783.32;829.67
21.01.2004;779.07;825.17
20.01.2004;779.26;825.36
19.01.2004;785.69;832.18
16.01.2004;784.92;831.37
15.01.2004;776.79;822.75
14.01.2004;774.19;820.00
13.01.2004;763.35;808.51
12.01.2004;751.80;796.28
09.01.2004;766.74;812.10
08.01.2004;772.54;818.25
07.01.2004;765.99;811.31
06.01.2004;769.00;814.50
05.01.2004;770.38;815.96
30.12.2003;756.88;801.67
29.12.2003;750.07;794.45
23.12.2003;746.88;791.07
22.12.2003;742.63;786.57
19.12.2003;744.77;788.83
18.12.2003;745.64;789.76
17.12.2003;739.76;783.53
16.12.2003;743.48;787.47
15.12.2003;749.52;793.86
12.12.2003;746.12;790.26
11.12.2003;746.19;790.34
10.12.2003;737.07;780.68
09.12.2003;745.12;789.21
08.12.2003;744.42;788.47
05.12.2003;746.30;790.46
04.12.2003;753.91;798.52
03.12.2003;755.25;799.94
02.12.2003;747.06;791.26
01.12.2003;747.06;791.26
28.11.2003;738.71;782.42
27.11.2003;739.22;782.96
26.11.2003;735.80;779.34
25.11.2003;736.83;780.42
24.11.2003;733.44;776.84
21.11.2003;720.15;762.76
20.11.2003;719.14;761.69
19.11.2003;720.24;762.86
18.11.2003;728.29;771.38
17.11.2003;730.47;773.69
14.11.2003;746.80;790.98
13.11.2003;743.15;787.12
12.11.2003;736.38;779.95
11.11.2003;736.57;780.15
10.11.2003;736.43;780.00
07.11.2003;745.03;789.11
06.11.2003;733.88;777.30
05.11.2003;729.42;772.58
04.11.2003;735.71;779.24
03.11.2003;743.25;787.23
31.10.2003;728.35;771.45
30.10.2003;730.64;773.87
29.10.2003;723.18;765.97
28.10.2003;721.30;763.98
27.10.2003;713.72;755.95
24.10.2003;708.97;750.92
23.10.2003;708.74;750.68
22.10.2003;714.59;756.87
21.10.2003;724.92;767.82
20.10.2003;725.30;768.21
17.10.2003;724.24;767.10
16.10.2003;726.24;769.21
15.10.2003;727.26;770.29
14.10.2003;723.76;766.58
13.10.2003;726.03;768.99
10.10.2003;717.62;760.08
09.10.2003;719.63;762.21
08.10.2003;708.48;750.40
07.10.2003;703.72;745.36
06.10.2003;709.37;751.34
03.10.2003;712.73;754.90
02.10.2003;694.05;735.11
01.10.2003;690.13;730.96
30.09.2003;688.24;728.96
29.09.2003;698.13;739.44
26.09.2003;699.55;740.28
25.09.2003;705.42;746.48
24.09.2003;718.58;760.41
23.09.2003;714.02;755.59
22.09.2003;722.14;764.18
19.09.2003;735.93;778.77
18.09.2003;745.45;788.84
17.09.2003;740.35;783.45
16.09.2003;737.51;780.44
15.09.2003;733.50;776.20
12.09.2003;728.88;771.31
11.09.2003;729.16;771.61
10.09.2003;728.10;770.48
09.09.2003;731.69;774.28
08.09.2003;735.65;778.48
05.09.2003;732.77;775.43
04.09.2003;734.15;776.89
03.09.2003;735.37;778.17
02.09.2003;719.61;761.50
01.09.2003;722.08;764.12
29.08.2003;708.30;749.54
28.08.2003;717.04;758.78
27.08.2003;710.27;751.62
26.08.2003;706.75;747.89
25.08.2003;710.47;751.83
22.08.2003;721.69;763.70
21.08.2003;713.69;755.23
20.08.2003;704.97;746.01
19.08.2003;712.70;754.19
18.08.2003;703.95;744.93
15.08.2003;696.93;737.50
14.08.2003;688.37;728.45
13.08.2003;683.52;723.31
12.08.2003;681.84;721.53
11.08.2003;675.03;714.33
08.08.2003;676.68;716.07
07.08.2003;673.92;713.15
06.08.2003;677.44;716.88
05.08.2003;685.97;725.90
04.08.2003;678.02;717.49
01.08.2003;686.01;725.95
31.07.2003;686.47;726.43
30.07.2003;674.86;714.15
29.07.2003;667.14;705.97
28.07.2003;667.82;706.70
25.07.2003;658.53;696.87
24.07.2003;660.38;698.83
23.07.2003;650.70;688.58
22.07.2003;650.21;688.06
21.07.2003;652.92;690.93
18.07.2003;657.20;695.46
17.07.2003;654.89;693.01
16.07.2003;661.41;699.91
15.07.2003;663.72;702.36
14.07.2003;665.76;704.33
11.07.2003;656.07;694.09
10.07.2003;648.87;686.47
09.07.2003;653.27;691.12
08.07.2003;661.03;699.33
07.07.2003;659.44;697.65
04.07.2003;642.10;679.31
03.07.2003;641.47;678.64
02.07.2003;636.89;673.79
01.07.2003;623.55;659.68
30.06.2003;635.63;672.46
27.06.2003;640.81;677.94
26.06.2003;638.02;674.99
25.06.2003;638.72;675.73
24.06.2003;636.14;672.99
23.06.2003;638.91;675.93
20.06.2003;652.54;690.35
19.06.2003;650.66;688.36
18.06.2003;662.19;700.56
17.06.2003;661.23;699.55
16.06.2003;654.55;692.47
13.06.2003;643.78;681.09
12.06.2003;655.15;693.11
11.06.2003;648.14;685.70
10.06.2003;638.57;675.57
06.06.2003;639.57;676.29
05.06.2003;626.99;662.99
04.06.2003;629.57;665.72
03.06.2003;620.28;655.90
02.06.2003;627.54;663.39
30.05.2003;611.61;646.40
28.05.2003;610.58;645.31
27.05.2003;596.70;630.64
26.05.2003;595.61;629.49
23.05.2003;598.28;632.32
22.05.2003;598.53;632.01
21.05.2003;582.99;615.60
20.05.2003;590.78;623.74
19.05.2003;587.76;620.56
16.05.2003;605.70;639.29
15.05.2003;600.93;634.26
14.05.2003;598.56;631.34
13.05.2003;597.52;630.25
12.05.2003;590.98;623.35
09.05.2003;593.96;626.50
08.05.2003;597.94;629.74
07.05.2003;614.44;647.12
06.05.2003;616.41;649.19
05.05.2003;608.18;640.52
02.05.2003;600.88;632.51
30.04.2003;602.17;633.76
29.04.2003;596.62;627.93
28.04.2003;601.12;632.59
25.04.2003;589.37;619.95
24.04.2003;595.33;626.22
23.04.2003;606.04;637.49
22.04.2003;595.52;626.42
17.04.2003;593.85;624.66
16.04.2003;597.71;626.99
15.04.2003;601.65;630.91
14.04.2003;585.13;613.58
11.04.2003;579.87;608.07
10.04.2003;569.38;597.06
09.04.2003;581.32;609.59
08.04.2003;576.81;603.55
07.04.2003;585.00;612.11
04.04.2003;565.80;592.02
03.04.2003;558.52;583.54
02.04.2003;552.90;577.66
01.04.2003;533.96;557.88
31.03.2003;529.53;552.95
28.03.2003;544.35;568.43
27.03.2003;543.57;567.62
26.03.2003;549.80;574.12
25.03.2003;552.15;576.51
24.03.2003;547.88;572.05
21.03.2003;573.30;598.59
20.03.2003;555.73;580.25
19.03.2003;556.86;581.42
18.03.2003;542.64;566.58
17.03.2003;536.46;560.12
14.03.2003;519.14;542.05
13.03.2003;492.60;514.33
12.03.2003;475.24;496.21
11.03.2003;484.10;505.46
10.03.2003;483.97;505.32
07.03.2003;503.01;525.20
06.03.2003;515.03;536.66
05.03.2003;516.26;537.94
04.03.2003;528.09;550.27
03.03.2003;546.63;569.59
28.02.2003;539.96;562.64
27.02.2003;531.00;553.30
26.02.2003;527.03;549.16
25.02.2003;534.54;556.98
24.02.2003;550.13;573.23
21.02.2003;557.96;581.39
20.02.2003;557.60;581.02
19.02.2003;561.19;584.76
18.02.2003;572.24;596.27
17.02.2003;576.59;600.81
14.02.2003;561.89;585.49
13.02.2003;550.60;573.72
12.02.2003;551.71;574.87
11.02.2003;562.19;585.80
10.02.2003;551.81;574.98
07.02.2003;561.25;584.82
06.02.2003;568.05;591.91
05.02.2003;581.04;605.44
04.02.2003;579.46;603.79
03.02.2003;593.41;618.33
31.01.2003;586.89;611.53
30.01.2003;586.05;610.66
29.01.2003;573.49;597.57
28.01.2003;576.93;601.16
27.01.2003;577.52;601.77
24.01.2003;599.09;624.24
23.01.2003;607.23;632.74
22.01.2003;609.40;635.00
21.01.2003;627.28;653.62
20.01.2003;631.15;657.65
17.01.2003;638.85;665.68
16.01.2003;649.20;676.46
15.01.2003;650.85;678.18
14.01.2003;665.80;693.76
13.01.2003;656.97;684.56
10.01.2003;650.83;678.16
09.01.2003;649.45;676.73
08.01.2003;651.25;678.60
07.01.2003;653.46;680.90
06.01.2003;656.46;684.03
03.01.2003;653.74;681.20
30.12.2002;623.19;649.36
27.12.2002;615.41;641.26
23.12.2002;637.86;664.65
20.12.2002;643.27;670.28
19.12.2002;641.81;668.76
18.12.2002;649.13;676.39
17.12.2002;662.48;690.30
16.12.2002;668.60;696.67
13.12.2002;656.18;683.73
12.12.2002;663.25;691.10
11.12.2002;665.95;693.92
10.12.2002;662.57;690.39
09.12.2002;655.88;683.42
06.12.2002;667.79;695.83
05.12.2002;671.79;700.00
04.12.2002;680.04;708.60
03.12.2002;682.73;711.40
02.12.2002;703.91;733.47
29.11.2002;701.30;730.75
28.11.2002;705.39;735.01
27.11.2002;702.62;732.13
26.11.2002;684.99;713.75
25.11.2002;698.13;727.45
22.11.2002;698.97;728.33
21.11.2002;687.67;716.55
20.11.2002;670.99;699.17
19.11.2002;669.69;697.81
18.11.2002;674.21;702.52
15.11.2002;671.88;700.09
14.11.2002;658.15;685.79
13.11.2002;637.18;663.94
12.11.2002;643.18;670.19
11.11.2002;635.15;661.82
08.11.2002;644.52;671.59
07.11.2002;651.20;678.55
06.11.2002;667.26;695.28
05.11.2002;667.97;696.02
04.11.2002;666.49;694.48
01.11.2002;643.89;670.93
31.10.2002;651.49;678.85
30.10.2002;641.55;668.49
29.10.2002;620.13;646.18
28.10.2002;644.82;671.90
25.10.2002;646.20;673.33
24.10.2002;643.88;670.92
23.10.2002;623.39;649.57
22.10.2002;637.59;664.36
21.10.2002;654.59;682.08
18.10.2002;659.24;686.92
17.10.2002;661.34;689.12
16.10.2002;641.63;668.57
15.10.2002;652.26;679.65
14.10.2002;610.21;635.84
11.10.2002;614.40;640.21
10.10.2002;577.02;601.25
09.10.2002;564.25;587.95
08.10.2002;572.91;596.97
07.10.2002;576.15;600.34
04.10.2002;592.51;617.39
03.10.2002;607.48;632.99
02.10.2002;614.96;640.79
01.10.2002;601.77;627.04
30.09.2002;614.22;640.02
27.09.2002;631.01;656.99
26.09.2002;628.29;654.17
25.09.2002;599.94;624.65
24.09.2002;587.44;611.63
23.09.2002;591.47;615.83
20.09.2002;613.59;638.86
19.09.2002;613.70;638.97
18.09.2002;625.29;651.03
17.09.2002;642.19;668.63
16.09.2002;648.48;675.19
13.09.2002;649.99;676.76
12.09.2002;666.76;694.21
11.09.2002;691.29;719.76
10.09.2002;674.25;702.01
09.09.2002;662.62;689.91
06.09.2002;674.61;702.39
05.09.2002;655.87;682.88
04.09.2002;659.97;687.14
03.09.2002;654.26;681.20
02.09.2002;675.83;703.66
30.08.2002;693.53;722.09
29.08.2002;685.38;713.60
28.08.2002;707.39;736.52
27.08.2002;738.06;768.45
26.08.2002;728.96;758.97
23.08.2002;737.85;768.23
22.08.2002;737.75;768.13
21.08.2002;724.72;754.57
20.08.2002;708.02;737.17
19.08.2002;724.22;754.04
16.08.2002;706.75;735.86
15.08.2002;709.13;738.33
14.08.2002;687.92;716.24
13.08.2002;696.04;722.95
12.08.2002;687.27;713.85
09.08.2002;696.39;723.32
08.08.2002;683.98;710.43
07.08.2002;661.31;686.89
06.08.2002;668.25;694.10
05.08.2002;635.72;660.31
02.08.2002;663.08;688.72
01.08.2002;677.19;703.38
31.07.2002;690.18;716.87
30.07.2002;695.69;722.59
29.07.2002;705.85;733.15
26.07.2002;666.95;692.74
25.07.2002;654.99;680.32
24.07.2002;620.84;644.85
23.07.2002;644.05;668.95
22.07.2002;656.84;682.25
19.07.2002;698.65;725.67
18.07.2002;736.39;764.87
17.07.2002;736.37;764.85
16.07.2002;719.00;746.80
15.07.2002;733.81;762.19
12.07.2002;765.76;795.37
11.07.2002;759.04;788.39
10.07.2002;789.54;820.07
09.07.2002;814.04;845.52
08.07.2002;820.24;851.96
05.07.2002;823.13;852.90
04.07.2002;797.68;826.53
03.07.2002;780.30;808.52
02.07.2002;801.01;829.98
01.07.2002;818.74;848.36
28.06.2002;819.57;849.21
27.06.2002;789.77;818.33
26.06.2002;779.89;808.10
25.06.2002;799.41;828.32
24.06.2002;774.40;802.41
21.06.2002;801.30;830.28
20.06.2002;797.63;826.48
19.06.2002;824.09;853.89
18.06.2002;838.66;868.99
17.06.2002;849.12;879.83
14.06.2002;826.42;856.31
13.06.2002;839.43;869.79
12.06.2002;853.63;884.34
11.06.2002;876.82;908.37
10.06.2002;867.49;898.70
07.06.2002;863.55;894.62
06.06.2002;878.93;910.56
05.06.2002;886.58;918.48
04.06.2002;885.85;917.73
03.06.2002;903.86;936.38
31.05.2002;907.62;940.27
30.05.2002;901.39;933.83
29.05.2002;909.35;942.08
28.05.2002;909.48;941.77
27.05.2002;912.52;944.91
24.05.2002;907.60;939.68
23.05.2002;906.51;938.55
22.05.2002;910.34;942.51
21.05.2002;917.98;949.36
20.05.2002;917.40;948.55
17.05.2002;920.99;952.26
16.05.2002;922.93;953.93
15.05.2002;923.30;954.31
14.05.2002;915.08;945.81
13.05.2002;905.42;935.83
10.05.2002;901.58;931.66
09.05.2002;908.60;938.23
08.05.2002;908.20;937.82
07.05.2002;890.32;919.36
06.05.2002;903.46;932.93
03.05.2002;906.57;935.22
02.05.2002;904.77;933.37
30.04.2002;905.17;933.61
29.04.2002;907.14;935.64
26.04.2002;901.69;929.66
25.04.2002;911.98;939.99
24.04.2002;923.64;952.01
23.04.2002;923.60;951.97
22.04.2002;930.39;958.97
19.04.2002;932.91;961.56
18.04.2002;936.78;964.25
17.04.2002;940.69;968.27
16.04.2002;935.47;961.44
15.04.2002;924.33;949.99
12.04.2002;921.00;946.57
11.04.2002;922.29;947.89
10.04.2002;931.95;957.83
09.04.2002;925.33;951.01
08.04.2002;916.79;942.25
05.04.2002;927.75;953.50
04.04.2002;931.52;957.38
03.04.2002;933.92;959.85
02.04.2002;926.07;951.50
28.03.2002;925.42;950.83
27.03.2002;921.05;946.34
26.03.2002;916.53;941.27
25.03.2002;915.89;939.37
22.03.2002;914.74;938.19
21.03.2002;912.43;935.82
20.03.2002;915.21;938.68
19.03.2002;919.39;942.96
18.03.2002;920.14;943.74
15.03.2002;910.65;934.00
14.03.2002;908.47;931.77
13.03.2002;904.55;927.75
12.03.2002;897.38;920.39
11.03.2002;907.88;931.16
08.03.2002;913.57;936.99
07.03.2002;899.40;922.46
06.03.2002;890.82;913.66
05.03.2002;888.96;911.75
04.03.2002;890.45;913.29
01.03.2002;874.09;896.51
28.02.2002;868.61;890.88
27.02.2002;866.38;888.59
26.02.2002;851.64;873.47
25.02.2002;850.42;872.22
22.02.2002;843.94;865.58
21.02.2002;850.63;872.44
20.02.2002;845.79;867.48
19.02.2002;852.02;873.86
18.02.2002;871.05;893.38
15.02.2002;876.20;898.66
14.02.2002;876.07;898.53
13.02.2002;865.83;888.03
12.02.2002;854.58;876.49
11.02.2002;855.27;877.19
08.02.2002;851.61;873.44
07.02.2002;850.11;871.91
06.02.2002;837.44;858.92
05.02.2002;840.99;862.55
04.02.2002;853.41;875.29
01.02.2002;857.59;879.58
31.01.2002;859.78;881.83
30.01.2002;853.60;875.49
29.01.2002;873.19;895.58
28.01.2002;883.97;906.63
25.01.2002;879.17;901.71
24.01.2002;879.78;902.34
23.01.2002;866.99;889.22
22.01.2002;864.21;886.37
21.01.2002;860.16;882.22
18.01.2002;868.94;891.22
17.01.2002;871.99;894.35
16.01.2002;861.59;883.68
15.01.2002;870.15;892.46
14.01.2002;872.68;895.05
11.01.2002;888.52;911.30
10.01.2002;882.23;904.86
09.01.2002;883.43;906.09
08.01.2002;878.09;900.60
07.01.2002;886.76;909.49
04.01.2002;888.64;911.43
03.01.2002;880.50;903.08
02.01.2002;874.50;896.93
28.12.2001;876.64;899.12
27.12.2001;875.44;897.88
21.12.2001;868.78;891.05
20.12.2001;860.88;882.96
19.12.2001;855.07;876.99
18.12.2001;866.36;888.57
17.12.2001;870.39;892.70
14.12.2001;854.74;876.66
13.12.2001;863.82;885.97
12.12.2001;874.42;896.84
11.12.2001;876.16;898.63
10.12.2001;880.80;903.38
07.12.2001;899.48;922.54
06.12.2001;901.56;924.68
05.12.2001;898.40;921.43
04.12.2001;879.42;901.97
03.12.2001;860.46;882.52
30.11.2001;862.85;884.98
29.11.2001;868.43;890.70
28.11.2001;867.60;889.84
27.11.2001;885.04;907.74
26.11.2001;890.61;913.45
23.11.2001;890.88;913.72
22.11.2001;899.21;922.27
21.11.2001;888.38;911.15
20.11.2001;889.44;912.25
19.11.2001;907.61;930.88
16.11.2001;896.01;918.99
15.11.2001;888.21;910.99
14.11.2001;868.03;890.29
13.11.2001;860.20;882.26
12.11.2001;835.31;856.73
09.11.2001;851.41;873.24
08.11.2001;856.92;878.90
07.11.2001;836.67;858.12
06.11.2001;832.09;853.42
05.11.2001;831.55;852.87
02.11.2001;819.09;840.09
01.11.2001;813.80;834.66
31.10.2001;812.06;832.88
30.10.2001;800.68;821.21
29.10.2001;824.74;845.88
26.10.2001;839.44;860.97
25.10.2001;828.23;849.46
24.10.2001;840.46;862.01
23.10.2001;835.58;857.01
22.10.2001;813.96;834.83
19.10.2001;800.41;820.93
18.10.2001;808.62;829.35
17.10.2001;805.99;826.66
16.10.2001;795.19;815.58
15.10.2001;793.43;813.77
12.10.2001;804.79;825.42
11.10.2001;811.84;832.66
10.10.2001;791.27;811.56
09.10.2001;781.88;801.92
08.10.2001;776.85;796.77
05.10.2001;774.45;794.31
04.10.2001;785.34;805.48
03.10.2001;762.95;782.51
02.10.2001;766.85;786.52
01.10.2001;771.92;791.71
28.09.2001;780.85;800.36
27.09.2001;761.79;780.83
26.09.2001;755.04;773.91
25.09.2001;744.49;763.10
24.09.2001;720.05;738.05
21.09.2001;674.93;691.80
20.09.2001;712.96;730.78
19.09.2001;746.80;765.47
18.09.2001;758.66;777.62
17.09.2001;771.38;790.66
14.09.2001;756.46;775.37
13.09.2001;793.72;813.56
12.09.2001;782.37;801.93
11.09.2001;771.01;790.29
10.09.2001;827.81;848.50
07.09.2001;846.06;867.21
06.09.2001;862.92;884.49
05.09.2001;879.21;901.19
04.09.2001;888.27;910.47
03.09.2001;874.40;896.26
31.08.2001;892.89;915.21
30.08.2001;886.58;908.74
29.08.2001;893.28;915.61
28.08.2001;906.02;928.67
27.08.2001;919.25;942.23
24.08.2001;914.26;937.11
23.08.2001;901.35;923.88
22.08.2001;903.83;926.42
21.08.2001;913.67;936.51
20.08.2001;903.49;926.08
17.08.2001;909.31;932.04
16.08.2001;919.01;941.98
15.08.2001;932.72;956.03
14.08.2001;940.27;963.78
13.08.2001;926.79;949.95
10.08.2001;917.24;940.17
09.08.2001;926.57;949.73
08.08.2001;946.42;970.08
07.08.2001;950.94;974.71
06.08.2001;953.17;976.99
03.08.2001;949.36;973.09
02.08.2001;957.68;981.62
01.08.2001;951.96;975.76
31.07.2001;942.13;965.68
30.07.2001;940.75;964.27
27.07.2001;933.87;957.21
26.07.2001;924.28;947.38
25.07.2001;923.09;946.17
24.07.2001;933.82;957.16
23.07.2001;955.80;979.69
20.07.2001;955.70;979.59
19.07.2001;964.77;988.88
18.07.2001;949.21;972.93
17.07.2001;954.47;978.33
16.07.2001;959.18;983.16
13.07.2001;964.29;988.39
12.07.2001;961.54;985.57
11.07.2001;946.19;969.84
10.07.2001;958.34;982.30
09.07.2001;965.50;989.63
06.07.2001;962.08;986.13
05.07.2001;980.34;1004.84
04.07.2001;989.75;1014.48
03.07.2001;1000.73;1025.74
02.07.2001;1008.95;1034.16
29.06.2001;999.64;1024.63
28.06.2001;990.39;1015.15
27.06.2001;966.61;990.77
26.06.2001;976.54;1000.95
25.06.2001;990.55;1015.31
22.06.2001;990.46;1015.22
21.06.2001;996.70;1021.61
20.06.2001;998.39;1023.35
19.06.2001;1010.85;1035.75
18.06.2001;1010.32;1035.21
15.06.2001;1014.34;1039.32
14.06.2001;1021.75;1046.92
13.06.2001;1033.86;1059.33
12.06.2001;1024.06;1049.28
11.06.2001;1037.38;1062.93
08.06.2001;1044.46;1070.18
07.06.2001;1049.47;1075.32
06.06.2001;1048.57;1074.40
05.06.2001;1047.40;1072.54
01.06.2001;1038.38;1063.29
31.05.2001;1034.95;1059.11
30.05.2001;1039.76;1064.04
29.05.2001;1048.45;1072.93
28.05.2001;1056.97;1081.65
25.05.2001;1058.06;1082.70
23.05.2001;1062.17;1086.90
22.05.2001;1065.41;1088.40
21.05.2001;1061.34;1084.24
18.05.2001;1058.95;1081.41
17.05.2001;1057.46;1079.72
16.05.2001;1044.39;1066.10
15.05.2001;1044.25;1065.63
14.05.2001;1035.38;1056.47
11.05.2001;1042.04;1062.55
10.05.2001;1040.33;1060.81
09.05.2001;1026.33;1046.53
08.05.2001;1033.44;1053.78
07.05.2001;1031.45;1051.76
04.05.2001;1017.75;1037.78
03.05.2001;1011.02;1030.92
02.05.2001;1019.40;1039.46
30.04.2001;1007.86;1027.70
27.04.2001;995.14;1014.73
26.04.2001;989.71;1009.19
25.04.2001;986.65;1005.90
24.04.2001;994.85;1014.26
23.04.2001;983.45;1002.63
20.04.2001;993.29;1012.66
19.04.2001;997.32;1016.77
18.04.2001;998.71;1018.19
17.04.2001;982.42;1001.58
12.04.2001;982.00;1001.16
11.04.2001;980.87;1000.00
10.04.2001;969.24;986.76
09.04.2001;956.42;973.71
06.04.2001;942.61;959.65
05.04.2001;947.77;963.72
04.04.2001;925.70;941.28
03.04.2001;932.17;947.63
02.04.2001;956.60;972.46
30.03.2001;977.97;994.18
29.03.2001;961.16;977.09
28.03.2001;952.31;968.10
27.03.2001;956.79;972.31
26.03.2001;953.74;968.02
23.03.2001;920.47;933.36
22.03.2001;901.32;913.95
21.03.2001;950.22;963.53
20.03.2001;969.83;983.42
19.03.2001;967.07;980.62
16.03.2001;977.87;991.57
15.03.2001;999.99;1014.00
14.03.2001;992.77;1006.68
13.03.2001;1015.63;1029.86
12.03.2001;1019.38;1033.66
09.03.2001;1041.21;1055.79
08.03.2001;1046.62;1061.28
07.03.2001;1050.26;1064.97
06.03.2001;1049.88;1064.59
05.03.2001;1037.93;1052.47
02.03.2001;1032.82;1047.29
01.03.2001;1036.12;1050.63
28.02.2001;1057.04;1071.84
27.02.2001;1059.55;1074.39
26.02.2001;1057.87;1072.69
23.02.2001;1048.28;1062.97
22.02.2001;1054.21;1068.98
21.02.2001;1055.52;1070.31
20.02.2001;1067.61;1082.57
19.02.2001;1074.69;1089.75
16.02.2001;1073.59;1088.63
15.02.2001;1088.82;1104.08
14.02.2001;1082.09;1097.24
13.02.2001;1094.97;1110.31
12.02.2001;1094.31;1109.64
09.02.2001;1096.73;1112.09
08.02.2001;1101.13;1116.56
07.02.2001;1109.03;1124.57
06.02.2001;1112.30;1127.88
05.02.2001;1108.88;1124.41
02.02.2001;1101.37;1116.80
01.02.2001;1097.78;1113.16
31.01.2001;1107.04;1122.55
30.01.2001;1109.16;1124.70
29.01.2001;1108.18;1123.70
