"CubeId";"devkum"
"PublishingDate";"2019-09-02 14:30"

"Date";"D0";"D1";"Value"
"2014-06";"M1";"BRL100";"40.5"
"2014-06";"M1";"ZAR1";"0.0838"
"2014-06";"M1";"JPY100";"0.8777"
"2014-06";"M1";"HKD100";"11.4788"
"2014-07";"M1";"EUR1";"1.21652"
"2014-07";"M1";"GBP1";"1.5333"
"2014-07";"M1";"USD1";"0.9082"
"2014-07";"M1";"BRL100";"40.4"
"2014-07";"M1";"ZAR1";"0.0848"
"2014-07";"M1";"JPY100";"0.8836"
"2014-07";"M1";"HKD100";"11.72"
"2014-08";"M1";"EUR1";"1.20607"
"2014-08";"M1";"GBP1";"1.5189"
"2014-08";"M1";"USD1";"0.9151"
"2014-08";"M1";"BRL100";"40.8"
"2014-08";"M1";"ZAR1";"0.0863"
"2014-08";"M1";"JPY100";"0.8807"
"2014-08";"M1";"HKD100";"11.8081"
"2014-09";"M1";"EUR1";"1.20652"
"2014-09";"M1";"GBP1";"1.548"
"2014-09";"M1";"USD1";"0.9534"
"2014-09";"M1";"BRL100";"39"
"2014-09";"M1";"ZAR1";"0.0847"
"2014-09";"M1";"JPY100";"0.8699"
"2014-09";"M1";"HKD100";"12.2733"
"2014-10";"M1";"EUR1";"1.20588"
"2014-10";"M1";"GBP1";"1.5345"
"2014-10";"M1";"USD1";"0.9598"
"2014-10";"M1";"BRL100";"39.9"
"2014-10";"M1";"ZAR1";"0.0884"
"2014-10";"M1";"JPY100";"0.8588"
"2014-10";"M1";"HKD100";"12.3731"
"2014-11";"M1";"EUR1";"1.20182"
"2014-11";"M1";"GBP1";"1.5182"
"2014-11";"M1";"USD1";"0.9665"
"2014-11";"M1";"BRL100";"38.2"
"2014-11";"M1";"ZAR1";"0.0875"
"2014-11";"M1";"JPY100";"0.817"
"2014-11";"M1";"HKD100";"12.4651"
"2014-12";"M1";"EUR1";"1.20253"
"2014-12";"M1";"GBP1";"1.5416"
"2014-12";"M1";"USD1";"0.9894"
"2014-12";"M1";"BRL100";"37.2"
"2014-12";"M1";"ZAR1";"0.0855"
"2014-12";"M1";"JPY100";"0.827"
"2014-12";"M1";"HKD100";"12.7556"
"2015-01";"M1";"EUR1";"1.04424"
"2015-01";"M1";"GBP1";"1.3915"
"2015-01";"M1";"USD1";"0.9231"
"2015-01";"M1";"BRL100";"35.6"
"2015-01";"M1";"ZAR1";"0.0798"
"2015-01";"M1";"JPY100";"0.7857"
"2015-01";"M1";"HKD100";"11.9246"
"2015-02";"M1";"EUR1";"1.06676"
"2015-02";"M1";"GBP1";"1.4629"
"2015-02";"M1";"USD1";"0.9502"
"2015-02";"M1";"BRL100";"32.7"
"2015-02";"M1";"ZAR1";"0.0823"
"2015-02";"M1";"JPY100";"0.7956"
"2015-02";"M1";"HKD100";"12.2521"
"2015-03";"M1";"EUR1";"1.04547"
"2015-03";"M1";"GBP1";"1.438"
"2015-03";"M1";"USD1";"0.9744"
"2015-03";"M1";"BRL100";"30.2"
"2015-03";"M1";"ZAR1";"0.0798"
"2015-03";"M1";"JPY100";"0.8112"
"2015-03";"M1";"HKD100";"12.565"
"2015-04";"M1";"EUR1";"1.04929"
"2015-04";"M1";"GBP1";"1.447"
"2015-04";"M1";"USD1";"0.9361"
"2015-04";"M1";"BRL100";"31.6"
"2015-04";"M1";"ZAR1";"0.0792"
"2015-04";"M1";"JPY100";"0.7871"
"2015-04";"M1";"HKD100";"12.0775"
"2015-05";"M1";"EUR1";"1.03424"
"2015-05";"M1";"GBP1";"1.4429"
"2015-05";"M1";"USD1";"0.9435"
"2015-05";"M1";"BRL100";"29.9"
"2015-05";"M1";"ZAR1";"0.0777"
"2015-05";"M1";"JPY100";"0.7625"
"2015-05";"M1";"HKD100";"12.1768"
"2015-06";"M1";"EUR1";"1.03768"
"2015-06";"M1";"GBP1";"1.4647"
"2015-06";"M1";"USD1";"0.9314"
"2015-06";"M1";"BRL100";"29.8"
"2015-06";"M1";"ZAR1";"0.0761"
"2015-06";"M1";"JPY100";"0.7634"
"2015-06";"M1";"HKD100";"12.0153"
"2015-07";"M1";"EUR1";"1.05362"
"2015-07";"M1";"GBP1";"1.4993"
"2015-07";"M1";"USD1";"0.9632"
"2015-07";"M1";"BRL100";"28.6"
"2015-07";"M1";"ZAR1";"0.0756"
"2015-07";"M1";"JPY100";"0.7756"
"2015-07";"M1";"HKD100";"12.4275"
"2015-08";"M1";"EUR1";"1.0793"
"2015-08";"M1";"GBP1";"1.4849"
"2015-08";"M1";"USD1";"0.9625"
"2015-08";"M1";"BRL100";"26.9"
"2015-08";"M1";"ZAR1";"0.0722"
"2015-08";"M1";"JPY100";"0.7945"
"2015-08";"M1";"HKD100";"12.4304"
"2015-09";"M1";"EUR1";"1.09255"
"2015-09";"M1";"GBP1";"1.478"
"2015-09";"M1";"USD1";"0.9734"
"2015-09";"M1";"BRL100";"24"
"2015-09";"M1";"ZAR1";"0.0705"
"2015-09";"M1";"JPY100";"0.8093"
"2015-09";"M1";"HKD100";"12.5572"
"2015-10";"M1";"EUR1";"1.08667"
"2015-10";"M1";"GBP1";"1.5138"
"2015-10";"M1";"USD1";"0.9873"
"2015-10";"M1";"BRL100";"25.6"
"2015-10";"M1";"ZAR1";"0.0715"
"2015-10";"M1";"JPY100";"0.8194"
"2015-10";"M1";"HKD100";"12.7352"
"2015-11";"M1";"EUR1";"1.09055"
"2015-11";"M1";"GBP1";"1.5471"
"2015-11";"M1";"USD1";"1.0309"
"2015-11";"M1";"BRL100";"26.8"
"2015-11";"M1";"ZAR1";"0.0717"
"2015-11";"M1";"JPY100";"0.8375"
"2015-11";"M1";"HKD100";"13.3"
"2015-12";"M1";"EUR1";"1.08169"
"2015-12";"M1";"GBP1";"1.4677"
"2015-12";"M1";"USD1";"0.9903"
"2015-12";"M1";"BRL100";"25"
"2015-12";"M1";"ZAR1";"0.0634"
"2015-12";"M1";"JPY100";"0.8226"
"2015-12";"M1";"HKD100";"12.7763"
"2016-01";"M1";"EUR1";"1.11123"
"2016-01";"M1";"GBP1";"1.4624"
"2016-01";"M1";"USD1";"1.0193"
"2016-01";"M1";"BRL100";"25"
"2016-01";"M1";"ZAR1";"0.0635"
"2016-01";"M1";"JPY100";"0.8431"
"2016-01";"M1";"HKD100";"13.0867"
"2016-02";"M1";"EUR1";"1.09145"
"2016-02";"M1";"GBP1";"1.3873"
"2016-02";"M1";"USD1";"0.9998"
"2016-02";"M1";"BRL100";"25"
"2016-02";"M1";"ZAR1";"0.062"
"2016-02";"M1";"JPY100";"0.8859"
"2016-02";"M1";"HKD100";"12.8698"
"2016-03";"M1";"EUR1";"1.09356"
"2016-03";"M1";"GBP1";"1.3855"
"2016-03";"M1";"USD1";"0.9631"
"2016-03";"M1";"BRL100";"26.8"
"2016-03";"M1";"ZAR1";"0.0651"
"2016-03";"M1";"JPY100";"0.8572"
"2016-03";"M1";"HKD100";"12.4174"
"2016-04";"M1";"EUR1";"1.09594"
"2016-04";"M1";"GBP1";"1.4057"
"2016-04";"M1";"USD1";"0.9628"
"2016-04";"M1";"BRL100";"27.6"
"2016-04";"M1";"ZAR1";"0.0677"
"2016-04";"M1";"JPY100";"0.8995"
"2016-04";"M1";"HKD100";"12.4174"
"2016-05";"M1";"EUR1";"1.10358"
"2016-05";"M1";"GBP1";"1.4486"
"2016-05";"M1";"USD1";"0.9914"
"2016-05";"M1";"BRL100";"27.8"
"2016-05";"M1";"ZAR1";"0.0626"
"2016-05";"M1";"JPY100";"0.8934"
"2016-05";"M1";"HKD100";"12.7614"
"2016-06";"M1";"EUR1";"1.08836"
"2016-06";"M1";"GBP1";"1.3189"
"2016-06";"M1";"USD1";"0.9793"
"2016-06";"M1";"BRL100";"30.2"
"2016-06";"M1";"ZAR1";"0.0663"
"2016-06";"M1";"JPY100";"0.9516"
"2016-06";"M1";"HKD100";"12.6094"
"2016-07";"M1";"EUR1";"1.08441"
"2016-07";"M1";"GBP1";"1.2884"
"2016-07";"M1";"USD1";"0.9774"
"2016-07";"M1";"BRL100";"29.7"
"2016-07";"M1";"ZAR1";"0.069"
"2016-07";"M1";"JPY100";"0.9419"
"2016-07";"M1";"HKD100";"12.6009"
"2016-08";"M1";"EUR1";"1.09561"
"2016-08";"M1";"GBP1";"1.2925"
"2016-08";"M1";"USD1";"0.9826"
"2016-08";"M1";"BRL100";"30.4"
"2016-08";"M1";"ZAR1";"0.0681"
"2016-08";"M1";"JPY100";"0.9532"
"2016-08";"M1";"HKD100";"12.6688"
"2016-09";"M1";"EUR1";"1.08288"
"2016-09";"M1";"GBP1";"1.2558"
"2016-09";"M1";"USD1";"0.9684"
"2016-09";"M1";"BRL100";"29.7"
"2016-09";"M1";"ZAR1";"0.0691"
"2016-09";"M1";"JPY100";"0.9588"
"2016-09";"M1";"HKD100";"12.495"
"2016-10";"M1";"EUR1";"1.08275"
"2016-10";"M1";"GBP1";"1.2023"
"2016-10";"M1";"USD1";"0.9884"
"2016-10";"M1";"BRL100";"30.8"
"2016-10";"M1";"ZAR1";"0.0725"
"2016-10";"M1";"JPY100";"0.9413"
"2016-10";"M1";"HKD100";"12.7452"
"2016-11";"M1";"EUR1";"1.07818"
"2016-11";"M1";"GBP1";"1.265"
"2016-11";"M1";"USD1";"1.0128"
"2016-11";"M1";"BRL100";"29.3"
"2016-11";"M1";"ZAR1";"0.0724"
"2016-11";"M1";"JPY100";"0.8967"
"2016-11";"M1";"HKD100";"13.0693"
"2016-12";"M1";"EUR1";"1.07371"
"2016-12";"M1";"GBP1";"1.2498"
"2016-12";"M1";"USD1";"1.016"
"2016-12";"M1";"BRL100";"31.2"
"2016-12";"M1";"ZAR1";"0.0737"
"2016-12";"M1";"JPY100";"0.8685"
"2016-12";"M1";"HKD100";"13.0875"
"2017-01";"M1";"EUR1";"1.06539"
"2017-01";"M1";"GBP1";"1.2375"
"2017-01";"M1";"USD1";"0.9954"
"2017-01";"M1";"BRL100";"31.8"
"2017-01";"M1";"ZAR1";"0.0733"
"2017-01";"M1";"JPY100";"0.8744"
"2017-01";"M1";"HKD100";"12.8266"
"2017-02";"M1";"EUR1";"1.06478"
"2017-02";"M1";"GBP1";"1.2505"
"2017-02";"M1";"USD1";"1.0062"
"2017-02";"M1";"BRL100";"32.3"
"2017-02";"M1";"ZAR1";"0.0774"
"2017-02";"M1";"JPY100";"0.8948"
"2017-02";"M1";"HKD100";"12.9585"
"2017-03";"M1";"EUR1";"1.06958"
"2017-03";"M1";"GBP1";"1.2453"
"2017-03";"M1";"USD1";"1.0001"
"2017-03";"M1";"BRL100";"31.7"
"2017-03";"M1";"ZAR1";"0.0748"
"2017-03";"M1";"JPY100";"0.8938"
"2017-03";"M1";"HKD100";"12.8689"
"2017-04";"M1";"EUR1";"1.08241"
"2017-04";"M1";"GBP1";"1.2856"
"2017-04";"M1";"USD1";"0.9934"
"2017-04";"M1";"BRL100";"31.2"
"2017-04";"M1";"ZAR1";"0.0748"
"2017-04";"M1";"JPY100";"0.8929"
"2017-04";"M1";"HKD100";"12.7702"
"2017-05";"M1";"EUR1";"1.08883"
"2017-05";"M1";"GBP1";"1.2456"
"2017-05";"M1";"USD1";"0.974"
"2017-05";"M1";"BRL100";"29.9"
"2017-05";"M1";"ZAR1";"0.0744"
"2017-05";"M1";"JPY100";"0.8786"
"2017-05";"M1";"HKD100";"12.5012"
"2017-06";"M1";"EUR1";"1.09297"
"2017-06";"M1";"GBP1";"1.2453"
"2017-06";"M1";"USD1";"0.9586"
"2017-06";"M1";"BRL100";"29"
"2017-06";"M1";"ZAR1";"0.0732"
"2017-06";"M1";"JPY100";"0.8567"
"2017-06";"M1";"HKD100";"12.2772"
"2017-07";"M1";"EUR1";"1.13765"
"2017-07";"M1";"GBP1";"1.2713"
"2017-07";"M1";"USD1";"0.9701"
"2017-07";"M1";"BRL100";"30.9"
"2017-07";"M1";"ZAR1";"0.0742"
"2017-07";"M1";"JPY100";"0.8767"
"2017-07";"M1";"HKD100";"12.42"
"2017-08";"M1";"EUR1";"1.14606"
"2017-08";"M1";"GBP1";"1.2433"
"2017-08";"M1";"USD1";"0.964"
"2017-08";"M1";"BRL100";"30.5"
"2017-08";"M1";"ZAR1";"0.074"
"2017-08";"M1";"JPY100";"0.8717"
"2017-08";"M1";"HKD100";"12.3131"
"2017-09";"M1";"EUR1";"1.14531"
"2017-09";"M1";"GBP1";"1.2992"
"2017-09";"M1";"USD1";"0.9709"
"2017-09";"M1";"BRL100";"30.5"
"2017-09";"M1";"ZAR1";"0.072"
"2017-09";"M1";"JPY100";"0.8625"
"2017-09";"M1";"HKD100";"12.4285"
"2017-10";"M1";"EUR1";"1.16066"
"2017-10";"M1";"GBP1";"1.317"
"2017-10";"M1";"USD1";"0.9978"
"2017-10";"M1";"BRL100";"30.3"
"2017-10";"M1";"ZAR1";"0.0707"
"2017-10";"M1";"JPY100";"0.8811"
"2017-10";"M1";"HKD100";"12.7895"
"2017-11";"M1";"EUR1";"1.16782"
"2017-11";"M1";"GBP1";"1.3286"
"2017-11";"M1";"USD1";"0.9869"
"2017-11";"M1";"BRL100";"30.4"
"2017-11";"M1";"ZAR1";"0.0723"
"2017-11";"M1";"JPY100";"0.8786"
"2017-11";"M1";"HKD100";"12.6412"
"2017-12";"M1";"EUR1";"1.16905"
"2017-12";"M1";"GBP1";"1.3173"
"2017-12";"M1";"USD1";"0.9753"
"2017-12";"M1";"BRL100";"29.5"
"2017-12";"M1";"ZAR1";"0.0794"
"2017-12";"M1";"JPY100";"0.8666"
"2017-12";"M1";"HKD100";"12.4884"
"2018-01";"M1";"EUR1";"1.16"
"2018-01";"M1";"GBP1";"1.3176"
"2018-01";"M1";"USD1";"0.932"
"2018-01";"M1";"BRL100";"29.3"
"2018-01";"M1";"ZAR1";"0.0786"
"2018-01";"M1";"JPY100";"0.857"
"2018-01";"M1";"HKD100";"11.9182"
"2018-02";"M1";"EUR1";"1.15179"
"2018-02";"M1";"GBP1";"1.3101"
"2018-02";"M1";"USD1";"0.9427"
"2018-02";"M1";"BRL100";"29"
"2018-02";"M1";"ZAR1";"0.0806"
"2018-02";"M1";"JPY100";"0.8804"
"2018-02";"M1";"HKD100";"12.0442"
"2018-03";"M1";"EUR1";"1.1752"
"2018-03";"M1";"GBP1";"1.3392"
"2018-03";"M1";"USD1";"0.9531"
"2018-03";"M1";"BRL100";"28.8"
"2018-03";"M1";"ZAR1";"0.0806"
"2018-03";"M1";"JPY100";"0.8977"
"2018-03";"M1";"HKD100";"12.1444"
"2018-04";"M1";"EUR1";"1.19776"
"2018-04";"M1";"GBP1";"1.35922"
"2018-04";"M1";"USD1";"0.9896"
"2018-04";"M1";"BRL100";"28.61108"
"2018-04";"M1";"ZAR1";"0.0798"
"2018-04";"M1";"JPY100";"0.90527"
"2018-04";"M1";"HKD100";"12.6083"
"2018-05";"M1";"EUR1";"1.15669"
"2018-05";"M1";"GBP1";"1.31627"
"2018-05";"M1";"USD1";"0.98715"
"2018-05";"M1";"BRL100";"26.50565"
"2018-05";"M1";"ZAR1";"0.07891"
"2018-05";"M1";"JPY100";"0.90618"
"2018-05";"M1";"HKD100";"12.57772"
"2018-06";"M1";"EUR1";"1.15714"
"2018-06";"M1";"GBP1";"1.30801"
"2018-06";"M1";"USD1";"0.99325"
"2018-06";"M1";"BRL100";"25.71987"
"2018-06";"M1";"ZAR1";"0.07238"
"2018-06";"M1";"JPY100";"0.89696"
"2018-06";"M1";"HKD100";"12.65786"
"2018-07";"M1";"EUR1";"1.15843"
"2018-07";"M1";"GBP1";"1.29939"
"2018-07";"M1";"USD1";"0.98775"
"2018-07";"M1";"BRL100";"26.47555"
"2018-07";"M1";"ZAR1";"0.07512"
"2018-07";"M1";"JPY100";"0.88552"
"2018-07";"M1";"HKD100";"12.58409"
"2018-08";"M1";"EUR1";"1.12928"
"2018-08";"M1";"GBP1";"1.25945"
"2018-08";"M1";"USD1";"0.9678"
"2018-08";"M1";"BRL100";"23.32217"
"2018-08";"M1";"ZAR1";"0.06601"
"2018-08";"M1";"JPY100";"0.87366"
"2018-08";"M1";"HKD100";"12.33055"
"2018-09";"M1";"EUR1";"1.13493"
"2018-09";"M1";"GBP1";"1.27746"
"2018-09";"M1";"USD1";"0.97725"
"2018-09";"M1";"BRL100";"24.37215"
"2018-09";"M1";"ZAR1";"0.06905"
"2018-09";"M1";"JPY100";"0.86109"
"2018-09";"M1";"HKD100";"12.48962"
"2018-10";"M1";"EUR1";"1.14034"
"2018-10";"M1";"GBP1";"1.28076"
"2018-10";"M1";"USD1";"1.0059"
"2018-10";"M1";"BRL100";"27.19751"
"2018-10";"M1";"ZAR1";"0.06821"
"2018-10";"M1";"JPY100";"0.88911"
"2018-10";"M1";"HKD100";"12.82071"
"2018-11";"M1";"EUR1";"1.1327"
"2018-11";"M1";"GBP1";"1.27229"
"2018-11";"M1";"USD1";"0.996"
"2018-11";"M1";"BRL100";"25.85468"
"2018-11";"M1";"ZAR1";"0.07254"
"2018-11";"M1";"JPY100";"0.87765"
"2018-11";"M1";"HKD100";"12.73364"
"2018-12";"M1";"EUR1";"1.1265"
"2018-12";"M1";"GBP1";"1.25464"
"2018-12";"M1";"USD1";"0.985"
"2018-12";"M1";"BRL100";"25.41214"
"2018-12";"M1";"ZAR1";"0.06849"
"2018-12";"M1";"JPY100";"0.89419"
"2018-12";"M1";"HKD100";"12.57741"
"2019-01";"M1";"EUR1";"1.14065"
"2019-01";"M1";"GBP1";"1.30245"
"2019-01";"M1";"USD1";"0.99295"
"2019-01";"M1";"BRL100";"26.97867"
"2019-01";"M1";"ZAR1";"0.07446"
"2019-01";"M1";"JPY100";"0.9147"
"2019-01";"M1";"HKD100";"12.65614"
"2019-02";"M1";"EUR1";"1.13444"
"2019-02";"M1";"GBP1";"1.32471"
"2019-02";"M1";"USD1";"0.99595"
"2019-02";"M1";"BRL100";"26.70322"
"2019-02";"M1";"ZAR1";"0.07124"
"2019-02";"M1";"JPY100";"0.89891"
"2019-02";"M1";"HKD100";"12.68758"
"2019-03";"M1";"EUR1";"1.11686"
"2019-03";"M1";"GBP1";"1.29689"
"2019-03";"M1";"USD1";"0.996"
"2019-03";"M1";"BRL100";"25.52537"
"2019-03";"M1";"ZAR1";"0.06851"
"2019-03";"M1";"JPY100";"0.89896"
"2019-03";"M1";"HKD100";"12.6879"
"2019-04";"M1";"EUR1";"1.141"
"2019-04";"M1";"GBP1";"1.32087"
"2019-04";"M1";"USD1";"1.01825"
"2019-04";"M1";"BRL100";"25.82556"
"2019-04";"M1";"ZAR1";"0.07103"
"2019-04";"M1";"JPY100";"0.91421"
"2019-04";"M1";"HKD100";"12.9801"
"2019-05";"M1";"EUR1";"1.12076"
"2019-05";"M1";"GBP1";"1.26824"
"2019-05";"M1";"USD1";"1.0053"
"2019-05";"M1";"BRL100";"25.24991"
"2019-05";"M1";"ZAR1";"0.06795"
"2019-05";"M1";"JPY100";"0.92403"
"2019-05";"M1";"HKD100";"12.81649"
"2019-06";"M1";"EUR1";"1.10934"
"2019-06";"M1";"GBP1";"1.23489"
"2019-06";"M1";"USD1";"0.974"
"2019-06";"M1";"BRL100";"25.49138"
"2019-06";"M1";"ZAR1";"0.06882"
"2019-06";"M1";"JPY100";"0.90474"
"2019-06";"M1";"HKD100";"12.47614"
"2019-07";"M1";"EUR1";"1.10402"
"2019-07";"M1";"GBP1";"1.20466"
"2019-07";"M1";"USD1";"0.99055"
"2019-07";"M1";"BRL100";"26.13037"
"2019-07";"M1";"ZAR1";"0.06972"
"2019-07";"M1";"JPY100";"0.9124"
"2019-07";"M1";"HKD100";"12.65507"
"2019-08";"M1";"EUR1";"1.09136"
"2019-08";"M1";"GBP1";"1.20313"
"2019-08";"M1";"USD1";"0.9886"
"2019-08";"M1";"BRL100";"23.7063"
"2019-08";"M1";"ZAR1";"0.06489"
"2019-08";"M1";"JPY100";"0.92905"
"2019-08";"M1";"HKD100";"12.60471"
