sep=;
Migros Bank (CH) Fonds – Sustainable 25 V - CH0365696902 (CHF)
Date;CCY Chart Price;Chart Price;CCY Adjusted Chart Price;Adjusted Chart Price;CCY Total Return Chart Price;Total Return Chart Price;Net Asset Value;Issue Price;Redemption Price;Closing Price
2017-11-02;CHF;102,31;CHF;102,31;CHF;102,31;102,31;;;
2017-11-03;CHF;102,43;CHF;102,43;CHF;102,43;102,43;;;
2017-11-06;CHF;102,45;CHF;102,45;CHF;102,45;102,45;;;
2017-11-07;CHF;102,37;CHF;102,37;CHF;102,37;102,37;;;
2017-11-08;CHF;102,53;CHF;102,53;CHF;102,53;102,53;;;
2017-11-09;CHF;102,1;CHF;102,1;CHF;102,1;102,1;;;
2017-11-10;CHF;101,9;CHF;101,9;CHF;101,9;101,9;;;
2017-11-13;CHF;101,91;CHF;101,91;CHF;101,91;101,91;;;
2017-11-14;CHF;101,86;CHF;101,86;CHF;101,86;101,86;;;
2017-11-15;CHF;101,76;CHF;101,76;CHF;101,76;101,76;;;
2017-11-16;CHF;102,03;CHF;102,03;CHF;102,03;102,03;;;
2017-11-17;CHF;102;CHF;102;CHF;102;102;;;
2017-11-20;CHF;102,14;CHF;102,14;CHF;102,14;102,14;;;
2017-11-21;CHF;102,29;CHF;102,29;CHF;102,29;102,29;;;
2017-11-22;CHF;102,07;CHF;102,07;CHF;102,07;102,07;;;
2017-11-23;CHF;102,11;CHF;102,11;CHF;102,11;102,11;;;
2017-11-24;CHF;102,08;CHF;102,08;CHF;102,08;102,08;;;
2017-11-27;CHF;102,02;CHF;102,02;CHF;102,02;102,02;;;
2017-11-28;CHF;102,21;CHF;102,21;CHF;102,21;102,21;;;
2017-11-29;CHF;102,05;CHF;102,05;CHF;102,05;102,05;;;
2017-11-30;CHF;102,13;CHF;102,13;CHF;102,13;102,13;;;
2017-12-01;CHF;102,03;CHF;102,03;CHF;102,03;102,03;;;
2017-12-04;CHF;102,2;CHF;102,2;CHF;102,2;102,2;;;
2017-12-05;CHF;102,23;CHF;102,23;CHF;102,23;102,23;;;
2017-12-06;CHF;102,31;CHF;102,31;CHF;102,31;102,31;;;
2017-12-07;CHF;102,4;CHF;102,4;CHF;102,4;102,4;;;
2017-12-08;CHF;102,52;CHF;102,52;CHF;102,52;102,52;;;
2017-12-11;CHF;102,49;CHF;102,49;CHF;102,49;102,49;;;
2017-12-12;CHF;102,51;CHF;102,51;CHF;102,51;102,51;;;
2017-12-13;CHF;102,49;CHF;102,49;CHF;102,49;102,49;;;
2017-12-14;CHF;102,53;CHF;102,53;CHF;102,53;102,53;;;
2017-12-15;CHF;102,72;CHF;102,72;CHF;102,72;102,72;;;
2017-12-18;CHF;102,86;CHF;102,86;CHF;102,86;102,86;;;
2017-12-19;CHF;102,69;CHF;102,69;CHF;102,69;102,69;;;
2017-12-20;CHF;102,47;CHF;102,47;CHF;102,47;102,47;;;
2017-12-21;CHF;102,65;CHF;102,65;CHF;102,65;102,65;;;
2017-12-22;CHF;102,61;CHF;102,61;CHF;102,61;102,61;;;
2017-12-27;CHF;102,74;CHF;102,74;CHF;102,74;102,74;;;
2017-12-28;CHF;102,58;CHF;102,58;CHF;102,58;102,58;;;
2017-12-29;CHF;102,48;CHF;102,48;CHF;102,48;102,48;;;
2018-01-03;CHF;102,8;CHF;102,8;CHF;102,8;102,8;;;
2018-01-04;CHF;102,92;CHF;102,92;CHF;102,92;102,92;;;
2018-01-05;CHF;103,12;CHF;103,12;CHF;103,12;103,12;;;
2018-01-08;CHF;103,11;CHF;103,11;CHF;103,11;103,11;;;
2018-01-09;CHF;103,28;CHF;103,28;CHF;103,28;103,28;;;
2018-01-10;CHF;102,85;CHF;102,85;CHF;102,85;102,85;;;
2018-01-11;CHF;102,63;CHF;102,63;CHF;102,63;102,63;;;
2018-01-12;CHF;102,68;CHF;102,68;CHF;102,68;102,68;;;
2018-01-15;CHF;102,69;CHF;102,69;CHF;102,69;102,69;;;
2018-01-16;CHF;102,59;CHF;102,59;CHF;102,59;102,59;;;
2018-01-17;CHF;102,64;CHF;102,64;CHF;102,64;102,64;;;
2018-01-18;CHF;102,56;CHF;102,56;CHF;102,56;102,56;;;
2018-01-19;CHF;102,72;CHF;102,72;CHF;102,72;102,72;;;
2018-01-22;CHF;102,73;CHF;102,73;CHF;102,73;102,73;;;
2018-01-23;CHF;102,76;CHF;102,76;CHF;102,76;102,76;;;
2018-01-24;CHF;102,41;CHF;102,41;CHF;102,41;102,41;;;
2018-01-25;CHF;102,03;CHF;102,03;CHF;102,03;102,03;;;
2018-01-26;CHF;102,24;CHF;102,24;CHF;102,24;102,24;;;
2018-01-29;CHF;101,89;CHF;101,89;CHF;101,89;101,89;;;
2018-01-30;CHF;101,71;CHF;101,71;CHF;101,71;101,71;;;
2018-01-31;CHF;101,65;CHF;101,65;CHF;101,65;101,65;;;
2018-02-01;CHF;101,39;CHF;101,39;CHF;101,39;101,39;;;
2018-02-02;CHF;100,88;CHF;100,88;CHF;100,88;100,88;;;
2018-02-05;CHF;100,49;CHF;100,49;CHF;100,49;100,49;;;
2018-02-06;CHF;100,16;CHF;100,16;CHF;100,16;100,16;;;
2018-02-07;CHF;100,46;CHF;100,46;CHF;100,46;100,46;;;
2018-02-08;CHF;99,59;CHF;99,59;CHF;99,59;99,59;;;
2018-02-09;CHF;99,55;CHF;99,55;CHF;99,55;99,55;;;
2018-02-12;CHF;99,85;CHF;99,85;CHF;99,85;99,85;;;
2018-02-13;CHF;99,71;CHF;99,71;CHF;99,71;99,71;;;
2018-02-14;CHF;99,99;CHF;99,99;CHF;99,99;99,99;;;
2018-02-15;CHF;100;CHF;100;CHF;100;100;;;
2018-02-16;CHF;100,32;CHF;100,32;CHF;100,32;100,32;;;
2018-02-19;CHF;100,15;CHF;100,15;CHF;100,15;100,15;;;
2018-02-20;CHF;100,36;CHF;100,36;CHF;100,36;100,36;;;
2018-02-21;CHF;100,38;CHF;100,38;CHF;100,38;100,38;;;
2018-02-22;CHF;100,35;CHF;100,35;CHF;100,35;100,35;;;
2018-02-23;CHF;100,59;CHF;100,59;CHF;100,59;100,59;;;
2018-02-26;CHF;100,88;CHF;100,88;CHF;100,88;100,88;;;
2018-02-27;CHF;100,71;CHF;100,71;CHF;100,71;100,71;;;
2018-02-28;CHF;100,63;CHF;100,63;CHF;100,63;100,63;;;
2018-03-01;CHF;100,43;CHF;100,43;CHF;100,43;100,43;;;
2018-03-02;CHF;99,96;CHF;99,96;CHF;99,96;99,96;;;
2018-03-05;CHF;100,3;CHF;100,3;CHF;100,3;100,3;;;
2018-03-06;CHF;100,38;CHF;100,38;CHF;100,38;100,38;;;
2018-03-07;CHF;100,5;CHF;100,5;CHF;100,5;100,5;;;
2018-03-08;CHF;100,88;CHF;100,88;CHF;100,88;100,88;;;
2018-03-09;CHF;101,07;CHF;101,07;CHF;101,07;101,07;;;
2018-03-12;CHF;101,14;CHF;101,14;CHF;101,14;101,14;;;
2018-03-13;CHF;100,87;CHF;100,87;CHF;100,87;100,87;;;
2018-03-14;CHF;100,82;CHF;100,82;CHF;100,82;100,82;;;
2018-03-15;CHF;101;CHF;101;CHF;101;101;;;
2018-03-16;CHF;101,1;CHF;101,1;CHF;101,1;101,1;;;
2018-03-19;CHF;100,89;CHF;100,89;CHF;100,89;100,89;;;
2018-03-20;CHF;101;CHF;101;CHF;101;101;;;
2018-03-21;CHF;100,89;CHF;100,89;CHF;100,89;100,89;;;
2018-03-22;CHF;100,53;CHF;100,53;CHF;100,53;100,53;;;
2018-03-23;CHF;100,19;CHF;100,19;CHF;100,19;100,19;;;
2018-03-26;CHF;100,18;CHF;100,18;CHF;100,18;100,18;;;
2018-03-27;CHF;100,5;CHF;100,5;CHF;100,5;100,5;;;
2018-03-28;CHF;100,76;CHF;100,76;CHF;100,76;100,76;;;
2018-03-29;CHF;100,94;CHF;100,94;CHF;100,94;100,94;;;
2018-04-03;CHF;100,78;CHF;100,78;CHF;100,78;100,78;;;
2018-04-04;CHF;100,85;CHF;100,85;CHF;100,85;100,85;;;
2018-04-05;CHF;101,23;CHF;101,23;CHF;101,23;101,23;;;
2018-04-06;CHF;101,05;CHF;101,05;CHF;101,05;101,05;;;
2018-04-09;CHF;101,1;CHF;101,1;CHF;101,1;101,1;;;
2018-04-10;CHF;101,31;CHF;101,31;CHF;101,31;101,31;;;
2018-04-11;CHF;101,27;CHF;101,27;CHF;101,27;101,27;;;
2018-04-12;CHF;101,37;CHF;101,37;CHF;101,37;101,37;;;
2018-04-13;CHF;101,36;CHF;101,36;CHF;101,36;101,36;;;
2018-04-16;CHF;101,29;CHF;101,29;CHF;101,29;101,29;;;
2018-04-17;CHF;101,65;CHF;101,65;CHF;101,65;101,65;;;
2018-04-18;CHF;101,66;CHF;101,66;CHF;101,66;101,66;;;
2018-04-19;CHF;101,44;CHF;101,44;CHF;101,44;101,44;;;
2018-04-20;CHF;101,3;CHF;101,3;CHF;101,3;101,3;;;
2018-04-23;CHF;101,32;CHF;101,32;CHF;101,32;101,32;;;
2018-04-24;CHF;101,3;CHF;101,3;CHF;101,3;101,3;;;
2018-04-25;CHF;101,11;CHF;101,11;CHF;101,11;101,11;;;
2018-04-26;CHF;101,55;CHF;101,55;CHF;101,55;101,55;;;
2018-04-27;CHF;101,72;CHF;101,72;CHF;101,72;101,72;;;
2018-04-30;CHF;101,83;CHF;101,83;CHF;101,83;101,83;;;
2018-05-02;CHF;101,9;CHF;101,9;CHF;101,9;101,9;;;
2018-05-03;CHF;101,99;CHF;101,99;CHF;101,99;101,99;;;
2018-05-04;CHF;102,18;CHF;102,18;CHF;102,18;102,18;;;
2018-05-07;CHF;102,45;CHF;102,45;CHF;102,45;102,45;;;
2018-05-08;CHF;102,2;CHF;102,2;CHF;102,2;102,2;;;
2018-05-09;CHF;102,33;CHF;102,33;CHF;102,33;102,33;;;
2018-05-11;CHF;102,43;CHF;102,43;CHF;102,43;102,43;;;
2018-05-14;CHF;102,29;CHF;102,29;CHF;102,29;102,29;;;
2018-05-15;CHF;102,04;CHF;102,04;CHF;102,04;102,04;;;
2018-05-16;CHF;101,96;CHF;101,96;CHF;101,96;101,96;;;
2018-05-17;CHF;101,96;CHF;101,96;CHF;101,96;101,96;;;
2018-05-18;CHF;101,87;CHF;101,87;CHF;101,87;101,87;;;
2018-05-22;CHF;101,85;CHF;101,85;CHF;101,85;101,85;;;
2018-05-23;CHF;101,71;CHF;101,71;CHF;101,71;101,71;;;
2018-05-24;CHF;101,64;CHF;101,64;CHF;101,64;101,64;;;
2018-05-25;CHF;101,75;CHF;101,75;CHF;101,75;101,75;;;
2018-05-28;CHF;101,88;CHF;101,88;CHF;101,88;101,88;;;
2018-05-29;CHF;101,75;CHF;101,75;CHF;101,75;101,75;;;
2018-05-30;CHF;101,55;CHF;101,55;CHF;101,55;101,55;;;
2018-05-31;CHF;101,29;CHF;101,29;CHF;101,29;101,29;;;
2018-06-01;CHF;101,52;CHF;101,52;CHF;101,52;101,52;;;
2018-06-04;CHF;101,59;CHF;101,59;CHF;101,59;101,59;;;
2018-06-05;CHF;101,48;CHF;101,48;CHF;101,48;101,48;;;
2018-06-06;CHF;101,3;CHF;101,3;CHF;101,3;101,3;;;
2018-06-07;CHF;101,17;CHF;101,17;CHF;101,17;101,17;;;
2018-06-08;CHF;101,22;CHF;101,22;CHF;101,22;101,22;;;
2018-06-11;CHF;101,34;CHF;101,34;CHF;101,34;101,34;;;
2018-06-12;CHF;101,36;CHF;101,36;CHF;101,36;101,36;;;
2018-06-13;CHF;101,42;CHF;101,42;CHF;101,42;101,42;;;
2018-06-14;CHF;101,68;CHF;101,68;CHF;101,68;101,68;;;
2018-06-15;CHF;101,72;CHF;101,72;CHF;101,72;101,72;;;
2018-06-18;CHF;101,47;CHF;101,47;CHF;101,47;101,47;;;
2018-06-19;CHF;101,3;CHF;101,3;CHF;101,3;101,3;;;
2018-06-20;CHF;101,4;CHF;101,4;CHF;101,4;101,4;;;
2018-06-21;CHF;101,17;CHF;101,17;CHF;101,17;101,17;;;
2018-06-22;CHF;101,43;CHF;101,43;CHF;101,43;101,43;;;
2018-06-25;CHF;101,04;CHF;101,04;CHF;101,04;101,04;;;
2018-06-26;CHF;101,02;CHF;101,02;CHF;101,02;101,02;;;
2018-06-27;CHF;101,18;CHF;101,18;CHF;101,18;101,18;;;
2018-06-28;CHF;101,21;CHF;101,21;CHF;101,21;101,21;;;
2018-06-29;CHF;101,48;CHF;101,48;CHF;101,48;101,48;;;
2018-07-02;CHF;101,33;CHF;101,33;CHF;101,33;101,33;;;
2018-07-03;CHF;101,54;CHF;101,54;CHF;101,54;101,54;;;
2018-07-04;CHF;101,55;CHF;101,55;CHF;101,55;101,55;;;
2018-07-05;CHF;101,62;CHF;101,62;CHF;101,62;101,62;;;
2018-07-06;CHF;101,75;CHF;101,75;CHF;101,75;101,75;;;
2018-07-09;CHF;101,84;CHF;101,84;CHF;101,84;101,84;;;
2018-07-10;CHF;101,86;CHF;101,86;CHF;101,86;101,86;;;
2018-07-11;CHF;101,63;CHF;101,63;CHF;101,63;101,63;;;
2018-07-12;CHF;101,97;CHF;101,97;CHF;101,97;101,97;;;
2018-07-13;CHF;102,15;CHF;102,15;CHF;102,15;102,15;;;
2018-07-16;CHF;101,96;CHF;101,96;CHF;101,96;101,96;;;
2018-07-17;CHF;101,95;CHF;101,95;CHF;101,95;101,95;;;
2018-07-18;CHF;102,1;CHF;102,1;CHF;102,1;102,1;;;
2018-07-19;CHF;102,04;CHF;102,04;CHF;102,04;102,04;;;
2018-07-20;CHF;101,98;CHF;101,98;CHF;101,98;101,98;;;
2018-07-23;CHF;101,84;CHF;101,84;CHF;101,84;101,84;;;
2018-07-24;CHF;102,01;CHF;102,01;CHF;102,01;102,01;;;
2018-07-25;CHF;102,1;CHF;102,1;CHF;102,1;102,1;;;
2018-07-26;CHF;102,29;CHF;102,29;CHF;102,29;102,29;;;
2018-07-27;CHF;102,31;CHF;102,31;CHF;102,31;102,31;;;
2018-07-30;CHF;102,03;CHF;102,03;CHF;102,03;102,03;;;
2018-07-31;CHF;102,12;CHF;102,12;CHF;102,12;102,12;;;
2018-08-02;CHF;101,98;CHF;101,98;CHF;101,98;101,98;;;
2018-08-03;CHF;102,14;CHF;102,14;CHF;102,14;102,14;;;
2018-08-06;CHF;102,2;CHF;102,2;CHF;102,2;102,2;;;
2018-08-07;CHF;102,34;CHF;102,34;CHF;102,34;102,34;;;
2018-08-08;CHF;102,27;CHF;102,27;CHF;102,27;102,27;;;
2018-08-09;CHF;102,21;CHF;102,21;CHF;102,21;102,21;;;
2018-08-10;CHF;101,98;CHF;101,98;CHF;101,98;101,98;;;
2018-08-13;CHF;101,85;CHF;101,85;CHF;101,85;101,85;;;
2018-08-14;CHF;101,89;CHF;101,89;CHF;101,89;101,89;;;
2018-08-15;CHF;101,68;CHF;101,68;CHF;101,68;101,68;;;
2018-08-16;CHF;101,88;CHF;101,88;CHF;101,88;101,88;;;
2018-08-17;CHF;101,93;CHF;101,93;CHF;101,93;101,93;;;
2018-08-20;CHF;102,08;CHF;102,08;CHF;102,08;102,08;;;
2018-08-21;CHF;102,09;CHF;102,09;CHF;102,09;102,09;;;
2018-08-22;CHF;101,99;CHF;101,99;CHF;101,99;101,99;;;
2018-08-23;CHF;101,91;CHF;101,91;CHF;101,91;101,91;;;
2018-08-24;CHF;101,91;CHF;101,91;CHF;101,91;101,91;;;
2018-08-27;CHF;101,98;CHF;101,98;CHF;101,98;101,98;;;
2018-08-28;CHF;101,93;CHF;101,93;CHF;101,93;101,93;;;
2018-08-29;CHF;101,89;CHF;101,89;CHF;101,89;101,89;;;
2018-08-30;CHF;101,79;CHF;101,79;CHF;101,79;101,79;;;
2018-08-31;CHF;101,68;CHF;101,68;CHF;101,68;101,68;;;
2018-09-03;CHF;101,72;CHF;101,72;CHF;101,72;101,72;;;
2018-09-04;CHF;101,56;CHF;101,56;CHF;101,56;101,56;;;
2018-09-05;CHF;101,23;CHF;101,23;CHF;101,23;101,23;;;
2018-09-06;CHF;101,09;CHF;101,09;CHF;101,09;101,09;;;
2018-09-07;CHF;101,04;CHF;101,04;CHF;101,04;101,04;;;
2018-09-10;CHF;101,25;CHF;101,25;CHF;101,25;101,25;;;
2018-09-11;CHF;101,17;CHF;101,17;CHF;101,17;101,17;;;
2018-09-12;CHF;101,28;CHF;101,28;CHF;101,28;101,28;;;
2018-09-13;CHF;101,25;CHF;101,25;CHF;101,25;101,25;;;
2018-09-14;CHF;101,18;CHF;101,18;CHF;101,18;101,18;;;
2018-09-17;CHF;101;CHF;101;CHF;101;101;;;
2018-09-18;CHF;100,96;CHF;100,96;CHF;100,96;100,96;;;
2018-09-19;CHF;101,04;CHF;101,04;CHF;101,04;101,04;;;
2018-09-20;CHF;101,12;CHF;101,12;CHF;101,12;101,12;;;
2018-09-21;CHF;101,15;CHF;101,15;CHF;101,15;101,15;;;
2018-09-24;CHF;101,03;CHF;101,03;CHF;101,03;101,03;;;
2018-09-25;CHF;101,06;CHF;101,06;CHF;101,06;101,06;;;
2018-09-26;CHF;101,2;CHF;101,2;CHF;101,2;101,2;;;
2018-09-27;CHF;101,35;CHF;101,35;CHF;101,35;101,35;;;
2018-09-28;CHF;101,37;CHF;101,37;CHF;101,37;101,37;;;
2018-10-01;CHF;101,54;CHF;101,54;CHF;101,54;101,54;;;
2018-10-02;CHF;101,51;CHF;101,51;CHF;101,51;101,51;;;
2018-10-03;CHF;101,62;CHF;101,62;CHF;101,62;101,62;;;
2018-10-04;CHF;101,18;CHF;101,18;CHF;101,18;101,18;;;
2018-10-05;CHF;100,96;CHF;100,96;CHF;100,96;100,96;;;
2018-10-08;CHF;100,78;CHF;100,78;CHF;100,78;100,78;;;
2018-10-09;CHF;100,71;CHF;100,71;CHF;100,71;100,71;;;
2018-10-10;CHF;100,17;CHF;100,17;CHF;100,17;100,17;;;
2018-10-11;CHF;99,65;CHF;99,65;CHF;99,65;99,65;;;
2018-10-12;CHF;99,78;CHF;99,78;CHF;99,78;99,78;;;
2018-10-15;CHF;99,71;CHF;99,71;CHF;99,71;99,71;;;
2018-10-16;CHF;100,19;CHF;100,19;CHF;100,19;100,19;;;
2018-10-17;CHF;100,25;CHF;100,25;CHF;100,25;100,25;;;
2018-10-18;CHF;100,17;CHF;100,17;CHF;100,17;100,17;;;
2018-10-19;CHF;100,33;CHF;100,33;CHF;100,33;100,33;;;
2018-10-22;CHF;100,26;CHF;100,26;CHF;100,26;100,26;;;
2018-10-23;CHF;99,96;CHF;99,96;CHF;99,96;99,96;;;
2018-10-24;CHF;99,8;CHF;99,8;CHF;99,8;99,8;;;
2018-10-25;CHF;99,91;CHF;99,91;CHF;99,91;99,91;;;
2018-10-26;CHF;99,8;CHF;99,8;CHF;99,8;99,8;;;
2018-10-29;CHF;99,9;CHF;99,9;CHF;99,9;99,9;;;
2018-10-30;CHF;100,19;CHF;100,19;CHF;100,19;100,19;;;
2018-10-31;CHF;100,54;CHF;100,54;CHF;100,54;100,54;;;
2018-11-01;CHF;100,62;CHF;100,62;CHF;100,62;100,62;;;
2018-11-02;CHF;100,54;CHF;100,54;CHF;100,54;100,54;;;
2018-11-05;CHF;100,63;CHF;100,63;CHF;100,63;100,63;;;
2018-11-06;CHF;100,61;CHF;100,61;CHF;100,61;100,61;;;
2018-11-07;CHF;100,81;CHF;100,81;CHF;100,81;100,81;;;
2018-11-08;CHF;100,84;CHF;100,84;CHF;100,84;100,84;;;
2018-11-09;CHF;100,8;CHF;100,8;CHF;100,8;100,8;;;
2018-11-12;CHF;100,53;CHF;100,53;CHF;100,53;100,53;;;
2018-11-13;CHF;100,59;CHF;100,59;CHF;100,59;100,59;;;
2018-11-14;CHF;100,43;CHF;100,43;CHF;100,43;100,43;;;
2018-11-15;CHF;100,43;CHF;100,43;CHF;100,43;100,43;;;
2018-11-16;CHF;100,42;CHF;100,42;CHF;100,42;100,42;;;
2018-11-19;CHF;100,01;CHF;100,01;CHF;100,01;100,01;;;
2018-11-20;CHF;99,75;CHF;99,75;CHF;99,75;99,75;;;
2018-11-21;CHF;100;CHF;100;CHF;100;100;;;
2018-11-22;CHF;99,97;CHF;99,97;CHF;99,97;99,97;;;
2018-11-23;CHF;100,08;CHF;100,08;CHF;100,08;100,08;;;
2018-11-26;CHF;100,32;CHF;100,32;CHF;100,32;100,32;;;
2018-11-27;CHF;100,3;CHF;100,3;CHF;100,3;100,3;;;
2018-11-28;CHF;100,38;CHF;100,38;CHF;100,38;100,38;;;
2018-11-29;CHF;100,61;CHF;100,61;CHF;100,61;100,61;;;
2018-11-30;CHF;100,72;CHF;100,72;CHF;100,72;100,72;;;
2018-12-03;CHF;100,94;CHF;100,94;CHF;100,94;100,94;;;
2018-12-04;CHF;100,77;CHF;100,77;CHF;100,77;100,77;;;
