sep=;
Migros Bank (CH) Fonds – Sustainable 45 V - CH0102706105 (CHF)
Date;CCY Chart Price;Chart Price;CCY Adjusted Chart Price;Adjusted Chart Price;CCY Total Return Chart Price;Total Return Chart Price;Net Asset Value;Issue Price;Redemption Price;Closing Price
2009-10-20;CHF;101,53;CHF;96,562;CHF;101,53;101,53;;;
2009-10-21;CHF;101,3;CHF;96,343;CHF;101,3;101,3;;;
2009-10-22;CHF;101,11;CHF;96,162;CHF;101,11;101,11;;;
2009-10-23;CHF;100,94;CHF;96,001;CHF;100,94;100,94;;;
2009-10-26;CHF;100,46;CHF;95,544;CHF;100,46;100,46;;;
2009-10-27;CHF;100,77;CHF;95,839;CHF;100,77;100,77;;;
2009-10-28;CHF;99,95;CHF;95,059;CHF;99,95;99,95;;;
2009-10-29;CHF;100,38;CHF;95,468;CHF;100,38;100,38;;;
2009-10-30;CHF;100,04;CHF;95,145;CHF;100,04;100,04;;;
2009-11-02;CHF;100,06;CHF;95,164;CHF;100,06;100,06;;;
2009-11-03;CHF;99,75;CHF;94,869;CHF;99,75;99,75;;;
2009-11-04;CHF;100,12;CHF;95,221;CHF;100,12;100,12;;;
2009-11-05;CHF;100,41;CHF;95,497;CHF;100,41;100,41;;;
2009-11-06;CHF;100,56;CHF;95,639;CHF;100,56;100,56;;;
2009-11-09;CHF;101,26;CHF;96,305;CHF;101,26;101,26;;;
2009-11-10;CHF;101,29;CHF;96,333;CHF;101,29;101,29;;;
2009-11-11;CHF;101,36;CHF;96,4;CHF;101,36;101,36;;;
2009-11-12;CHF;101,3;CHF;96,343;CHF;101,3;101,3;;;
2009-11-13;CHF;101,37;CHF;96,41;CHF;101,37;101,37;;;
2009-11-16;CHF;101,91;CHF;96,923;CHF;101,91;101,91;;;
2009-11-17;CHF;101,81;CHF;96,828;CHF;101,81;101,81;;;
2009-11-18;CHF;101,64;CHF;96,666;CHF;101,64;101,64;;;
2009-11-19;CHF;101,04;CHF;96,096;CHF;101,04;101,04;;;
2009-11-20;CHF;100,74;CHF;95,81;CHF;100,74;100,74;;;
2009-11-23;CHF;101,45;CHF;96,486;CHF;101,45;101,45;;;
2009-11-24;CHF;101,38;CHF;96,419;CHF;101,38;101,38;;;
2009-11-25;CHF;101,49;CHF;96,524;CHF;101,49;101,49;;;
2009-11-26;CHF;100,64;CHF;95,715;CHF;100,64;100,64;;;
2009-11-27;CHF;100,7;CHF;95,772;CHF;100,7;100,7;;;
2009-11-30;CHF;100,46;CHF;95,544;CHF;100,46;100,46;;;
2009-12-01;CHF;101,28;CHF;96,324;CHF;101,28;101,28;;;
2009-12-02;CHF;101,41;CHF;96,448;CHF;101,41;101,41;;;
2009-12-03;CHF;101,64;CHF;96,666;CHF;101,64;101,64;;;
2009-12-04;CHF;102,09;CHF;97,094;CHF;102,09;102,09;;;
2009-12-07;CHF;102,08;CHF;97,085;CHF;102,08;102,08;;;
2009-12-08;CHF;101,66;CHF;96,685;CHF;101,66;101,66;;;
2009-12-09;CHF;101,31;CHF;96,352;CHF;101,31;101,31;;;
2009-12-10;CHF;101,61;CHF;96,638;CHF;101,61;101,61;;;
2009-12-11;CHF;101,73;CHF;96,752;CHF;101,73;101,73;;;
2009-12-14;CHF;101,97;CHF;96,98;CHF;101,97;101,97;;;
2009-12-15;CHF;102;CHF;97,009;CHF;102;102;;;
2009-12-16;CHF;102,37;CHF;97,361;CHF;102,37;102,37;;;
2009-12-17;CHF;102;CHF;97,009;CHF;102;102;;;
2009-12-18;CHF;101,85;CHF;96,866;CHF;101,85;101,85;;;
2009-12-21;CHF;102,09;CHF;97,094;CHF;102,09;102,09;;;
2009-12-22;CHF;102,5;CHF;97,484;CHF;102,5;102,5;;;
2009-12-23;CHF;102,49;CHF;97,475;CHF;102,49;102,49;;;
2009-12-28;CHF;102,59;CHF;97,57;CHF;102,59;102,59;;;
2009-12-29;CHF;102,71;CHF;97,684;CHF;102,71;102,71;;;
2009-12-30;CHF;102,47;CHF;97,456;CHF;102,47;102,47;;;
2010-01-04;CHF;102,96;CHF;97,922;CHF;102,96;102,96;;;
2010-01-05;CHF;102,99;CHF;97,95;CHF;102,99;102,99;;;
2010-01-06;CHF;103,02;CHF;97,979;CHF;103,02;103,02;;;
2010-01-07;CHF;102,96;CHF;97,922;CHF;102,96;102,96;;;
2010-01-08;CHF;103,26;CHF;98,207;CHF;103,26;103,26;;;
2010-01-11;CHF;103,07;CHF;98,026;CHF;103,07;103,07;;;
2010-01-12;CHF;102,82;CHF;97,789;CHF;102,82;102,82;;;
2010-01-13;CHF;102,99;CHF;97,95;CHF;102,99;102,99;;;
2010-01-14;CHF;103,44;CHF;98,378;CHF;103,44;103,44;;;
2010-01-15;CHF;103,13;CHF;98,083;CHF;103,13;103,13;;;
2010-01-18;CHF;103,25;CHF;98,198;CHF;103,25;103,25;;;
2010-01-19;CHF;103,53;CHF;98,464;CHF;103,53;103,53;;;
2010-01-20;CHF;103,27;CHF;98,217;CHF;103,27;103,27;;;
2010-01-21;CHF;102,92;CHF;97,884;CHF;102,92;102,92;;;
2010-01-22;CHF;102,2;CHF;97,199;CHF;102,2;102,2;;;
2010-01-25;CHF;102;CHF;97,009;CHF;102;102;;;
2010-01-26;CHF;102,23;CHF;97,227;CHF;102,23;102,23;;;
2010-01-27;CHF;102,02;CHF;97,028;CHF;102,02;102,02;;;
2010-01-28;CHF;101,78;CHF;96,799;CHF;101,78;101,78;;;
2010-01-29;CHF;101,73;CHF;96,752;CHF;101,73;101,73;;;
2010-02-01;CHF;102,22;CHF;97,218;CHF;102,22;102,22;;;
2010-02-02;CHF;102,6;CHF;97,579;CHF;102,6;102,6;;;
2010-02-03;CHF;102,62;CHF;97,598;CHF;102,62;102,62;;;
2010-02-04;CHF;101,57;CHF;96,6;CHF;101,57;101,57;;;
2010-02-05;CHF;100,8;CHF;95,867;CHF;100,8;100,8;;;
2010-02-08;CHF;101;CHF;96,058;CHF;101;101;;;
2010-02-09;CHF;101;CHF;96,058;CHF;101;101;;;
2010-02-10;CHF;101,12;CHF;96,172;CHF;101,12;101,12;;;
2010-02-11;CHF;101,55;CHF;96,581;CHF;101,55;101,55;;;
2010-02-12;CHF;101,57;CHF;96,6;CHF;101,57;101,57;;;
2010-02-15;CHF;101,7;CHF;96,723;CHF;101,7;101,7;;;
2010-02-16;CHF;102,12;CHF;97,123;CHF;102,12;102,12;;;
2010-02-17;CHF;102,78;CHF;97,751;CHF;102,78;102,78;;;
2010-02-18;CHF;103,16;CHF;98,112;CHF;103,16;103,16;;;
2010-02-19;CHF;103,36;CHF;98,302;CHF;103,36;103,36;;;
2010-02-22;CHF;103,24;CHF;98,188;CHF;103,24;103,24;;;
2010-02-23;CHF;102,97;CHF;97,931;CHF;102,97;102,97;;;
2010-02-24;CHF;103,09;CHF;98,045;CHF;103,09;103,09;;;
2010-02-25;CHF;102,79;CHF;97,76;CHF;102,79;102,79;;;
2010-02-26;CHF;103,21;CHF;98,16;CHF;103,21;103,21;;;
2010-03-01;CHF;103,67;CHF;98,597;CHF;103,67;103,67;;;
2010-03-02;CHF;104,14;CHF;99,044;CHF;104,14;104,14;;;
2010-03-03;CHF;104,14;CHF;99,044;CHF;104,14;104,14;;;
2010-03-04;CHF;104,33;CHF;99,225;CHF;104,33;104,33;;;
2010-03-05;CHF;104,73;CHF;99,605;CHF;104,73;104,73;;;
2010-03-08;CHF;104,8;CHF;99,672;CHF;104,8;104,8;;;
2010-03-09;CHF;104,93;CHF;99,795;CHF;104,93;104,93;;;
2010-03-10;CHF;104,89;CHF;99,757;CHF;104,89;104,89;;;
2010-03-11;CHF;104,78;CHF;99,653;CHF;104,78;104,78;;;
2010-03-12;CHF;104,59;CHF;99,472;CHF;104,59;104,59;;;
2010-03-15;CHF;104,43;CHF;99,32;CHF;104,43;104,43;;;
2010-03-16;CHF;104,69;CHF;99,567;CHF;104,69;104,69;;;
2010-03-17;CHF;104,95;CHF;99,814;CHF;104,95;104,95;;;
2010-03-18;CHF;105,04;CHF;99,9;CHF;105,04;105,04;;;
2010-03-19;CHF;104,78;CHF;99,653;CHF;104,78;104,78;;;
2010-03-22;CHF;104,73;CHF;99,605;CHF;104,73;104,73;;;
2010-03-23;CHF;104,84;CHF;99,71;CHF;104,84;104,84;;;
2010-03-24;CHF;104,88;CHF;99,748;CHF;104,88;104,88;;;
2010-03-25;CHF;105,1;CHF;99,957;CHF;105,1;105,1;;;
2010-03-26;CHF;104,93;CHF;99,795;CHF;104,93;104,93;;;
2010-03-29;CHF;105,06;CHF;99,919;CHF;105,06;105,06;;;
2010-03-30;CHF;105,17;CHF;100,024;CHF;105,17;105,17;;;
2010-03-31;CHF;105,03;CHF;99,89;CHF;105,03;105,03;;;
2010-04-01;CHF;105,21;CHF;100,062;CHF;105,21;105,21;;;
2010-04-06;CHF;105,7;CHF;100,528;CHF;105,7;105,7;;;
2010-04-07;CHF;105,6;CHF;100,433;CHF;105,6;105,6;;;
2010-04-08;CHF;105,34;CHF;100,185;CHF;105,34;105,34;;;
2010-04-09;CHF;105,86;CHF;100,68;CHF;105,86;105,86;;;
2010-04-12;CHF;105,84;CHF;100,661;CHF;105,84;105,84;;;
2010-04-13;CHF;105,79;CHF;100,613;CHF;105,79;105,79;;;
2010-04-14;CHF;106,05;CHF;100,861;CHF;106,05;106,05;;;
2010-04-15;CHF;106,34;CHF;101,136;CHF;106,34;106,34;;;
2010-04-16;CHF;105,97;CHF;100,784;CHF;105,97;105,97;;;
2010-04-19;CHF;105,72;CHF;100,547;CHF;105,72;105,72;;;
2010-04-20;CHF;106,06;CHF;100,87;CHF;106,06;106,06;;;
2010-04-21;CHF;106,08;CHF;100,889;CHF;106,08;106,08;;;
2010-04-22;CHF;105,78;CHF;100,604;CHF;105,78;105,78;;;
2010-04-23;CHF;106,05;CHF;100,861;CHF;106,05;106,05;;;
2010-04-26;CHF;106,4;CHF;101,193;CHF;106,4;106,4;;;
2010-04-27;CHF;105,47;CHF;100,309;CHF;105,47;105,47;;;
2010-04-28;CHF;104,89;CHF;99,757;CHF;104,89;104,89;;;
2010-04-29;CHF;105,5;CHF;100,337;CHF;105,5;105,5;;;
2010-04-30;CHF;105,27;CHF;100,119;CHF;105,27;105,27;;;
2010-05-03;CHF;105,27;CHF;100,119;CHF;105,27;105,27;;;
2010-05-04;CHF;104,69;CHF;99,567;CHF;104,69;104,69;;;
2010-05-05;CHF;104,53;CHF;99,415;CHF;104,53;104,53;;;
2010-05-06;CHF;103,6;CHF;98,53;CHF;103,6;103,6;;;
2010-05-07;CHF;102,16;CHF;97,161;CHF;102,16;102,16;;;
2010-05-10;CHF;104,24;CHF;99,139;CHF;104,24;104,24;;;
2010-05-11;CHF;104,16;CHF;99,063;CHF;104,16;104,16;;;
2010-05-12;CHF;104,79;CHF;99,662;CHF;104,79;104,79;;;
2010-05-14;CHF;103,98;CHF;98,892;CHF;103,98;103,98;;;
2010-05-17;CHF;103,92;CHF;98,835;CHF;103,92;103,92;;;
2010-05-18;CHF;104,16;CHF;99,063;CHF;104,16;104,16;;;
2010-05-19;CHF;103,85;CHF;98,768;CHF;103,85;103,85;;;
2010-05-20;CHF;103,04;CHF;97,998;CHF;103,04;103,04;;;
2010-05-21;CHF;103,1;CHF;98,055;CHF;103,1;103,1;;;
2010-05-25;CHF;102,36;CHF;97,351;CHF;102,36;102,36;;;
2010-05-26;CHF;102,53;CHF;97,513;CHF;102,53;102,53;;;
2010-05-27;CHF;103,69;CHF;98,616;CHF;103,69;103,69;;;
2010-05-28;CHF;103,69;CHF;98,616;CHF;103,69;103,69;;;
2010-05-31;CHF;103,61;CHF;98,54;CHF;103,61;103,61;;;
2010-06-01;CHF;103,59;CHF;98,521;CHF;103,59;103,59;;;
2010-06-02;CHF;103,96;CHF;98,873;CHF;103,96;103,96;;;
2010-06-03;CHF;104,3;CHF;99,196;CHF;104,3;104,3;;;
2010-06-04;CHF;103,43;CHF;98,369;CHF;103,43;103,43;;;
2010-06-07;CHF;103,08;CHF;98,036;CHF;103,08;103,08;;;
2010-06-08;CHF;102,59;CHF;97,57;CHF;102,59;102,59;;;
2010-06-09;CHF;102,86;CHF;97,827;CHF;102,86;102,86;;;
2010-06-10;CHF;103,51;CHF;98,445;CHF;103,51;103,51;;;
2010-06-11;CHF;104,07;CHF;98,977;CHF;104,07;104,07;;;
2010-06-14;CHF;104,37;CHF;99,263;CHF;104,37;104,37;;;
2010-06-15;CHF;104,6;CHF;99,481;CHF;104,6;104,6;;;
2010-06-16;CHF;104,67;CHF;99,548;CHF;104,67;104,67;;;
2010-06-17;CHF;104,36;CHF;99,253;CHF;104,36;104,36;;;
2010-06-18;CHF;104,17;CHF;99,073;CHF;104,17;104,17;;;
2010-06-21;CHF;104,49;CHF;99,377;CHF;104,49;104,49;;;
2010-06-22;CHF;104,03;CHF;98,939;CHF;104,03;104,03;;;
2010-06-23;CHF;103,65;CHF;98,578;CHF;103,65;103,65;;;
2010-06-24;CHF;103,06;CHF;98,017;CHF;103,06;103,06;;;
2010-06-25;CHF;102,52;CHF;97,503;CHF;102,52;102,52;;;
2010-06-28;CHF;102,62;CHF;97,598;CHF;102,62;102,62;;;
2010-06-29;CHF;101,33;CHF;96,372;CHF;101,33;101,33;;;
2010-06-30;CHF;101,09;CHF;96,143;CHF;101,09;101,09;;;
2010-07-01;CHF;100,2;CHF;95,297;CHF;100,2;100,2;;;
2010-07-02;CHF;100,41;CHF;95,497;CHF;100,41;100,41;;;
2010-07-05;CHF;100,15;CHF;95,249;CHF;100,15;100,15;;;
2010-07-06;CHF;100,95;CHF;96,01;CHF;100,95;100,95;;;
2010-07-07;CHF;101,37;CHF;96,41;CHF;101,37;101,37;;;
2010-07-08;CHF;101,75;CHF;96,771;CHF;101,75;101,75;;;
2010-07-09;CHF;102,16;CHF;97,161;CHF;102,16;102,16;;;
2010-07-12;CHF;102,46;CHF;97,446;CHF;102,46;102,46;;;
2010-07-13;CHF;102,99;CHF;97,95;CHF;102,99;102,99;;;
2010-07-14;CHF;103,26;CHF;98,207;CHF;103,26;103,26;;;
2010-07-15;CHF;102,88;CHF;97,846;CHF;102,88;102,88;;;
2010-07-16;CHF;102,25;CHF;97,246;CHF;102,25;102,25;;;
2010-07-19;CHF;102,2;CHF;97,199;CHF;102,2;102,2;;;
2010-07-20;CHF;102,01;CHF;97,018;CHF;102,01;102,01;;;
2010-07-21;CHF;102,13;CHF;97,132;CHF;102,13;102,13;;;
2010-07-22;CHF;102,76;CHF;97,732;CHF;102,76;102,76;;;
2010-07-23;CHF;103,08;CHF;98,036;CHF;103,08;103,08;;;
2010-07-26;CHF;103,19;CHF;98,14;CHF;103,19;103,19;;;
2010-07-27;CHF;103,72;CHF;98,645;CHF;103,72;103,72;;;
2010-07-28;CHF;103,58;CHF;98,511;CHF;103,58;103,58;;;
2010-07-29;CHF;103;CHF;97,96;CHF;103;103;;;
2010-07-30;CHF;102,95;CHF;97,912;CHF;102,95;102,95;;;
2010-08-02;CHF;103,72;CHF;98,645;CHF;103,72;103,72;;;
2010-08-03;CHF;103,94;CHF;98,854;CHF;103,94;103,94;;;
2010-08-04;CHF;104,3;CHF;99,196;CHF;104,3;104,3;;;
2010-08-05;CHF;104,33;CHF;99,225;CHF;104,33;104,33;;;
2010-08-06;CHF;103,82;CHF;98,74;CHF;103,82;103,82;;;
2010-08-09;CHF;104,4;CHF;99,291;CHF;104,4;104,4;;;
2010-08-10;CHF;104,34;CHF;99,234;CHF;104,34;104,34;;;
2010-08-11;CHF;103,43;CHF;98,369;CHF;103,43;103,43;;;
2010-08-12;CHF;103,09;CHF;98,045;CHF;103,09;103,09;;;
2010-08-13;CHF;103,1;CHF;98,055;CHF;103,1;103,1;;;
2010-08-16;CHF;103,06;CHF;98,017;CHF;103,06;103,06;;;
2010-08-17;CHF;103,6;CHF;98,53;CHF;103,6;103,6;;;
2010-08-18;CHF;103,59;CHF;98,521;CHF;103,59;103,59;;;
2010-08-19;CHF;102,82;CHF;97,789;CHF;102,82;102,82;;;
2010-08-20;CHF;102,32;CHF;97,313;CHF;102,32;102,32;;;
2010-08-23;CHF;102,44;CHF;97,427;CHF;102,44;102,44;;;
2010-08-24;CHF;101,97;CHF;96,98;CHF;101,97;101,97;;;
2010-08-25;CHF;101,52;CHF;96,552;CHF;101,52;101,52;;;
2010-08-26;CHF;101,58;CHF;96,609;CHF;101,58;101,58;;;
2010-08-27;CHF;101,92;CHF;96,933;CHF;101,92;101,92;;;
2010-08-30;CHF;101,74;CHF;96,761;CHF;101,74;101,74;;;
2010-08-31;CHF;101,51;CHF;96,543;CHF;101,51;101,51;;;
2010-09-01;CHF;102,49;CHF;97,475;CHF;102,49;102,49;;;
2010-09-02;CHF;102,47;CHF;97,456;CHF;102,47;102,47;;;
2010-09-03;CHF;102,9;CHF;97,865;CHF;102,9;102,9;;;
2010-09-06;CHF;102,82;CHF;97,789;CHF;102,82;102,82;;;
2010-09-07;CHF;102,36;CHF;97,351;CHF;102,36;102,36;;;
2010-09-08;CHF;102,45;CHF;97,437;CHF;102,45;102,45;;;
2010-09-09;CHF;102,64;CHF;97,617;CHF;102,64;102,64;;;
2010-09-10;CHF;102,86;CHF;97,827;CHF;102,86;102,86;;;
2010-09-13;CHF;102,8;CHF;97,77;CHF;102,8;102,8;;;
2010-09-14;CHF;102,81;CHF;97,779;CHF;102,81;102,81;;;
2010-09-15;CHF;102,79;CHF;97,76;CHF;102,79;102,79;;;
2010-09-16;CHF;102,98;CHF;97,941;CHF;102,98;102,98;;;
2010-09-17;CHF;102,84;CHF;97,808;CHF;102,84;102,84;;;
2010-09-20;CHF;103,2;CHF;98,15;CHF;103,2;103,2;;;
2010-09-21;CHF;103,18;CHF;98,131;CHF;103,18;103,18;;;
2010-09-22;CHF;102,73;CHF;97,703;CHF;102,73;102,73;;;
2010-09-23;CHF;102,44;CHF;97,427;CHF;102,44;102,44;;;
2010-09-24;CHF;102,9;CHF;97,865;CHF;102,9;102,9;;;
2010-09-27;CHF;102,92;CHF;97,884;CHF;102,92;102,92;;;
2010-09-28;CHF;102,87;CHF;97,836;CHF;102,87;102,87;;;
2010-09-29;CHF;102,69;CHF;97,665;CHF;102,69;102,69;;;
2010-09-30;CHF;102,5;CHF;97,484;CHF;102,5;102,5;;;
2010-10-01;CHF;102,41;CHF;97,399;CHF;102,41;102,41;;;
2010-10-04;CHF;102,14;CHF;97,142;CHF;102,14;102,14;;;
2010-10-05;CHF;102,62;CHF;97,598;CHF;102,62;102,62;;;
2010-10-06;CHF;102,93;CHF;97,893;CHF;102,93;102,93;;;
2010-10-07;CHF;103,03;CHF;97,988;CHF;103,03;103,03;;;
2010-10-08;CHF;102,93;CHF;97,893;CHF;102,93;102,93;;;
2010-10-11;CHF;103,14;CHF;98,093;CHF;103,14;103,14;;;
2010-10-12;CHF;103,03;CHF;97,988;CHF;103,03;103,03;;;
2010-10-13;CHF;103,55;CHF;98,483;CHF;103,55;103,55;;;
2010-10-14;CHF;103,55;CHF;98,483;CHF;103,55;103,55;;;
2010-10-15;CHF;103,42;CHF;98,359;CHF;103,42;103,42;;;
2010-10-18;CHF;103,43;CHF;98,369;CHF;103,43;103,43;;;
2010-10-19;CHF;103,49;CHF;98,426;CHF;103,49;103,49;;;
2010-10-20;CHF;102,46;CHF;98,397;CHF;103,46;102,46;;;
2010-10-21;CHF;102,73;CHF;98,657;CHF;103,733;102,73;;;
2010-10-22;CHF;102,88;CHF;98,801;CHF;103,884;102,88;;;
2010-10-25;CHF;102,98;CHF;98,897;CHF;103,985;102,98;;;
2010-10-26;CHF;102,82;CHF;98,743;CHF;103,824;102,82;;;
2010-10-27;CHF;102,74;CHF;98,666;CHF;103,743;102,74;;;
2010-10-28;CHF;102,77;CHF;98,695;CHF;103,773;102,77;;;
2010-10-29;CHF;102,84;CHF;98,762;CHF;103,844;102,84;;;
2010-11-01;CHF;103,18;CHF;99,089;CHF;104,187;103,18;;;
2010-11-02;CHF;103,23;CHF;99,137;CHF;104,238;103,23;;;
2010-11-03;CHF;103,19;CHF;99,098;CHF;104,197;103,19;;;
2010-11-04;CHF;103,69;CHF;99,579;CHF;104,702;103,69;;;
2010-11-05;CHF;103,61;CHF;99,502;CHF;104,621;103,61;;;
2010-11-08;CHF;103,69;CHF;99,579;CHF;104,702;103,69;;;
2010-11-09;CHF;103,49;CHF;99,386;CHF;104,5;103,49;;;
2010-11-10;CHF;103,23;CHF;99,137;CHF;104,238;103,23;;;
2010-11-11;CHF;103,05;CHF;98,964;CHF;104,056;103,05;;;
2010-11-12;CHF;102,95;CHF;98,868;CHF;103,955;102,95;;;
2010-11-15;CHF;103,22;CHF;99,127;CHF;104,227;103,22;;;
2010-11-16;CHF;102,68;CHF;98,609;CHF;103,682;102,68;;;
2010-11-17;CHF;102,79;CHF;98,714;CHF;103,793;102,79;;;
2010-11-18;CHF;103,49;CHF;99,386;CHF;104,5;103,49;;;
2010-11-19;CHF;103,56;CHF;99,454;CHF;104,571;103,56;;;
2010-11-22;CHF;103,2;CHF;99,108;CHF;104,207;103,2;;;
2010-11-23;CHF;102,43;CHF;98,368;CHF;103,43;102,43;;;
2010-11-24;CHF;102,55;CHF;98,484;CHF;103,551;102,55;;;
2010-11-25;CHF;102,82;CHF;98,743;CHF;103,824;102,82;;;
2010-11-26;CHF;102,66;CHF;98,589;CHF;103,662;102,66;;;
2010-11-29;CHF;102,1;CHF;98,052;CHF;103,096;102,1;;;
2010-11-30;CHF;101,64;CHF;97,61;CHF;102,632;101,64;;;
2010-12-01;CHF;102,35;CHF;98,292;CHF;103,349;102,35;;;
2010-12-02;CHF;102,86;CHF;98,781;CHF;103,864;102,86;;;
2010-12-03;CHF;102,45;CHF;98,388;CHF;103,45;102,45;;;
2010-12-06;CHF;102,56;CHF;98,493;CHF;103,561;102,56;;;
2010-12-07;CHF;102,87;CHF;98,791;CHF;103,874;102,87;;;
2010-12-08;CHF;103,08;CHF;98,993;CHF;104,086;103,08;;;
2010-12-09;CHF;103,13;CHF;99,041;CHF;104,137;103,13;;;
2010-12-10;CHF;103,01;CHF;98,925;CHF;104,015;103,01;;;
2010-12-13;CHF;102,86;CHF;98,781;CHF;103,864;102,86;;;
2010-12-14;CHF;102,7;CHF;98,628;CHF;103,702;102,7;;;
2010-12-15;CHF;102,56;CHF;98,493;CHF;103,561;102,56;;;
2010-12-16;CHF;102,69;CHF;98,618;CHF;103,692;102,69;;;
2010-12-17;CHF;102,71;CHF;98,637;CHF;103,712;102,71;;;
2010-12-20;CHF;102,74;CHF;98,666;CHF;103,743;102,74;;;
2010-12-21;CHF;102,93;CHF;98,849;CHF;103,935;102,93;;;
2010-12-22;CHF;102,9;CHF;98,82;CHF;103,904;102,9;;;
2010-12-23;CHF;103,18;CHF;99,089;CHF;104,187;103,18;;;
2010-12-24;CHF;103,24;CHF;99,146;CHF;104,248;103,24;;;
2010-12-27;CHF;103,01;CHF;98,925;CHF;104,015;103,01;;;
2010-12-28;CHF;102,9;CHF;98,82;CHF;103,904;102,9;;;
2010-12-29;CHF;102,8;CHF;98,724;CHF;103,803;102,8;;;
2010-12-30;CHF;102,07;CHF;98,023;CHF;103,066;102,07;;;
2010-12-31;CHF;102;CHF;97,956;CHF;102,996;102;;;
2011-01-03;CHF;102,57;CHF;98,503;CHF;103,571;102,57;;;
2011-01-04;CHF;102,84;CHF;98,762;CHF;103,844;102,84;;;
2011-01-05;CHF;103,06;CHF;98,974;CHF;104,066;103,06;;;
2011-01-06;CHF;102,93;CHF;98,849;CHF;103,935;102,93;;;
2011-01-07;CHF;102,68;CHF;98,609;CHF;103,682;102,68;;;
2011-01-10;CHF;102,56;CHF;98,493;CHF;103,561;102,56;;;
2011-01-11;CHF;103,14;CHF;99,05;CHF;104,147;103,14;;;
2011-01-12;CHF;103,61;CHF;99,502;CHF;104,621;103,61;;;
2011-01-13;CHF;103,4;CHF;99,3;CHF;104,409;103,4;;;
2011-01-14;CHF;103,34;CHF;99,242;CHF;104,349;103,34;;;
2011-01-17;CHF;103,27;CHF;99,175;CHF;104,278;103,27;;;
2011-01-18;CHF;103,59;CHF;99,482;CHF;104,601;103,59;;;
2011-01-19;CHF;103,2;CHF;99,108;CHF;104,207;103,2;;;
2011-01-20;CHF;102,87;CHF;98,791;CHF;103,874;102,87;;;
2011-01-21;CHF;103,18;CHF;99,089;CHF;104,187;103,18;;;
2011-01-24;CHF;103,3;CHF;99,204;CHF;104,308;103,3;;;
2011-01-25;CHF;103;CHF;98,916;CHF;104,005;103;;;
2011-01-26;CHF;103,15;CHF;99,06;CHF;104,157;103,15;;;
2011-01-27;CHF;103,25;CHF;99,156;CHF;104,258;103,25;;;
2011-01-28;CHF;102,74;CHF;98,666;CHF;103,743;102,74;;;
2011-01-31;CHF;102,58;CHF;98,513;CHF;103,581;102,58;;;
2011-02-01;CHF;103,2;CHF;99,108;CHF;104,207;103,2;;;
2011-02-02;CHF;103,11;CHF;99,022;CHF;104,116;103,11;;;
2011-02-03;CHF;103,26;CHF;99,166;CHF;104,268;103,26;;;
2011-02-04;CHF;103,64;CHF;99,531;CHF;104,652;103,64;;;
2011-02-07;CHF;103,89;CHF;99,771;CHF;104,904;103,89;;;
2011-02-08;CHF;104,19;CHF;100,059;CHF;105,207;104,19;;;
